RELEVE_NR,COUNTRY,REFERENCE,TABLE_NR,NR_IN_TAB,COVERSCALE,PROJECT,AUTHOR,DATE,SYNTAXON,SURF_AREA,UTM,ALTITUDE,EXPOSITION,INCLINATIO,COV_TOTAL,COV_TREES,COV_SHRUBS,COV_HERBS,COV_MOSSES,COV_LICHEN,COV_ALGAE,COV_LITTER,COV_WATER,COV_ROCK,TREE_HIGH,TREE_LOW,SHRUB_HIGH,SHRUB_LOW,HERB_HIGH,HERB_LOW,HERB_MAX,CRYPT_HIGH,MOSS_IDENT,LICH_IDENT,REMARKS,COORD_CODE,SYNTAX_OLD,RESURVEY,FOR_EVA,RS_PROJECT,RS_SITE,RS_PLOT,RS_OBSERV,PLOT_SHAPE,MANIPULATE,MANIPTYP,LOC_METHOD,DATA_OWNER,EVA_ACCESS,LONGITUDE,LATITUDE,PRECISION,LOCALITY,BIAS_MIN,BIAS_GPS,CEBA_GRID,FIELD_NR,HABITAT,GEOLOGY,SOIL,WATER_PH,S_PH_H2O,S_PH_KCL,S_PH_CACL2,SOIL_PH,CONDUCT,NR_ORIG,HLOUBK_CM,DNO,CEL_PLO_M2,ZAROST_PLO,ESY_CODE,ESY_NAME,COV_WOOD,SOIL_DPT,TRAMPLING,PLOT_TYPE,RS_CODE,RS_PROJTYP,RADIATION,HEAT,LES,NELES
183151,CZ,,,,02,,0832,20090625,LBA,100.00,,287,210,6,-1,50,5,90,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AA',,,,,,,,,,,,0,163148.70,491455.50,0,"Brno;  Mniší potok, 2 km SSV od hráze Brněnské přehrady",0,6,,1/2009,,,,0.00,7.30,6.67,0.00,0.00,0.0,0,,,0,0,LBA04,Stellario nemorum-Alnetum glutinosae,0,0,,,,,0.0000,0.000,0,0
183152,CZ,,,,02,,0832,20090625,LBB,100.00,,254,350,13,-1,70,5,65,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AB,,,,,,,,,,,,0,162727.40,491546.30,0,"Veverská Bítýška; nad levým břehem přehrady, 800 m SSZ od hradu Veveří",0,5,,2/2009,,,,0.00,5.44,4.40,0.00,0.00,0.0,0,,,0,0,LBB01,Galio sylvatici-Carpinetum betuli,0,0,,,,,0.0000,0.000,0,0
183153,CZ,,,,02,,0832,20090626,LAA,100.00,,212,,0,-1,50,0,80,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,31AA,,,,,,,,,,,,0,164001.00,490726.00,0,"Brno - Chrlice; Dvorský potok, asi 1,1 km JV od nádraží",0,5,,3/2009,,,,0.00,7.35,7.13,0.00,0.00,0.0,0,,,0,0,MCE03?,Beruletum erectae?,0,0,,,,,0.0000,0.000,0,0
183154,CZ,,,,02,,0832,20090630,LBA,100.00,,266,,0,-1,60,10,85,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AA',,,,,,,,,,,,0,163633.70,491421.40,0,"Brno - Sadová; Zaječí potok, asi 200 m S od Zaječí hory",0,6,,4/2009,,,,0.00,7.41,7.14,0.00,0.00,0.0,0,,,0,0,MCH02?,Caricetum acutiformis?,0,0,,,,,0.0000,0.000,0,0
183155,CZ,,,,02,,0832,20090701,LBF,100.00,,240,290,17,-1,70,8,80,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,161935.10,490338.70,0,Rokytná; 500 m JV od kostela,0,7,,5/2009,,,,0.00,7.30,6.78,0.00,0.00,0.0,0,,,0,0,LBF01,Aceri-Tilietum,0,0,,,,,0.0000,0.000,0,0
183156,CZ,,,,02,,0832,20090702,LBB,100.00,,330,180,3,-1,85,-1,75,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AB,,,,,,,,,,,,0,161005.20,490920.90,0,"Kladeruby nad Oslavou; levý břeh Oslavy, 400 m SV od zámku Vlčí kopec",0,6,,6/2009,,,,0.00,4.62,3.70,0.00,0.00,0.0,0,,,0,0,LBF02,Mercuriali perennis-Fraxinetum excelsioris,0,0,,,,,0.0000,0.000,0,0
183157,CZ,,,,02,,0832,20090702,LBB,100.00,,350,90,2,-1,85,5,70,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AB,,,,,,,,,,,,0,161006.60,490958.10,0,"Březník; levý břeh Oslavy, 50 m SV od zříceniny Lamberk",0,9,,7/2009,,,,0.00,5.39,4.22,0.00,0.00,0.0,0,,,0,0,LBF02?,Mercuriali perennis-Fraxinetum excelsioris?,0,0,,,,,0.0000,0.000,0,0
183158,CZ,,,,02,,0832,20090702,LBF,100.00,,330,90,38,-1,80,4,70,10,0,0,0,0,10,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,161005.50,490957.90,0,"Březník; levý břeh Oslavy, 50 m S od zříceniny Lamberk",0,9,,8/2009,,,,0.00,5.01,4.17,0.00,0.00,0.0,0,,,0,0,LBF02?,Mercuriali perennis-Fraxinetum excelsioris?,0,0,,,,,0.0000,0.000,0,0
183159,CZ,,,,02,,0832,20090707,LBB,100.00,,395,330,24,-1,70,1,50,15,0,0,0,0,30,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AB,,,,,,,,,,,,0,155951.20,490151.00,0,"Biskupice; pravý břeh Rokytné, 1,1 km JZ od kostela",0,6,,9/2009,,,,0.00,5.32,4.77,0.00,0.00,0.0,0,,,0,0,?,,0,0,,,,,0.0000,0.000,0,0
183160,CZ,,,,02,,0832,20090707,LBA,100.00,,385,210,2,-1,55,10,95,0,0,0,0,0,3,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AA',,,,,,,,,,,,0,155825.00,490219.60,0,"Pulkov; levý břeh Rokytné, 300 m ZSZ od Pulkovského mlýna",0,6,,10/2009,,,,0.00,6.82,5.82,0.00,0.00,0.0,0,,,0,0,KAC02?,Salicetum fragilis?,0,0,,,,,0.0000,0.000,0,0
183161,CZ,,,,02,,0832,20090713,LBA,100.00,,310,,0,-1,50,0,85,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AA',,,,,,,,,,,,0,164316.70,491358.80,0,"Moravský kras; Údolí Říčky, 1,5 km SSV od Muchovy boudy",0,6,,11/2009,,,,0.00,7.21,7.01,0.00,0.00,0.0,0,,,0,0,LBA04,Stellario nemorum-Alnetum glutinosae,0,0,,,,,0.0000,0.000,0,0
183162,CZ,,,,02,,0832,20090713,LBB,100.00,,310,250,24,-1,80,5,60,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AB,,,,,,,,,,,,0,164257.60,491332.10,0,"Moravský kras; Údolí Říčky, 600 m S od Muchovy boudy",0,8,,12/2009,,,,0.00,6.64,5.76,0.00,0.00,0.0,0,,,0,0,LBB01?,Galio sylvatici-Carpinetum betuli?,0,0,,,,,0.0000,0.000,0,0
183163,CZ,,,,02,,0832,20090713,LBA,100.00,,220,180,4,-1,60,30,70,30,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AA',,,,,,,,,,,,0,164308.10,491314.60,0,"Moravský kras; Údolí Říčky, 100 m V od Muchovy boudy",0,6,,13/2009,,,,0.00,6.98,6.61,0.00,0.00,0.0,0,,,0,0,LBA03?,Carici remotae-Fraxinetum excelsioris?,0,0,,,,,0.0000,0.000,0,0
183164,CZ,,,,02,,0832,20090713,LBF,100.00,,245,300,36,-1,75,50,50,0,0,0,0,0,70,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,164301.10,491339.90,0,"Moravský kras; Údolí Říčky, 800 m S od Muchovy boudy",0,7,,14/2009,,,,0.00,7.30,6.93,0.00,0.00,0.0,0,,,0,0,LBF02,Mercuriali perennis-Fraxinetum excelsioris,0,0,,,,,0.0000,0.000,0,0
183165,CZ,,,,02,,0832,20090714,LBF,100.00,,295,340,28,-1,60,15,70,0,0,0,0,0,60,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,161416.50,490830.60,0,"Senorady; levý břeh Chvojnice, 800 m SSV od Senoradského mlýna",0,7,,15/2009,,,,0.00,6.48,6.03,0.00,0.00,0.0,0,,,0,0,LBF01,Aceri-Tilietum,0,0,,,,,0.0000,0.000,0,0
183166,CZ,,,,02,,0832,20090714,LBF,100.00,,280,310,20,-1,70,10,45,0,0,0,0,0,45,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,161410.10,490818.40,0,"Senorady; levý břeh Chvojnice, 400 m SSV od Senoradského mlýna",0,9,,16/2009,,,,0.00,5.72,5.00,0.00,0.00,0.0,0,,,0,0,LBF02,Mercuriali perennis-Fraxinetum excelsioris,0,0,,,,,0.0000,0.000,0,0
183167,CZ,,,,02,,0832,20090715,LBF,100.00,,330,70,32,-1,60,10,55,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,162208.40,492448.50,0,"Prudká; levý břeh Svratky, 600 m JJV od železniční zastávky",0,9,,17/2009,,,,0.00,5.46,4.86,0.00,0.00,0.0,0,,,0,0,?,,0,0,,,,,0.0000,0.000,0,0
183168,CZ,,,,02,,0832,20090715,LBF,100.00,,370,130,32,-1,50,5,45,0,0,0,0,0,40,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,162215.70,492538.10,0,"Prudká, 1 km SSV od železniční zastávky",0,9,,18/2009,,,,0.00,5.93,5.32,0.00,0.00,0.0,0,,,0,0,?,,0,0,,,,,0.0000,0.000,0,0
183169,CZ,,,,02,,0832,20090716,LBB,100.00,,320,60,29,-1,60,10,50,5,0,0,0,0,30,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova; Hieracium cf",01,32AB,,,,,,,,,,,,0,164316.30,491356.50,0,"Moravský kras; Údolí Říčky, 1.4 km SSV od Muchovy boudy",0,5,,19/2009,,,,0.00,7.00,6.63,0.00,0.00,0.0,0,,,0,0,LBB04?,Primulo veris-Carpinetum betuli?,0,0,,,,,0.0000,0.000,0,0
183170,CZ,,,,02,,0832,20090716,LBB,100.00,,370,,0,-1,65,0,75,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AB,,,,,,,,,,,,0,164305.70,491417.10,0,"Moravský kras; Údolí Říčky, 1 km ZJZ od Horního mlýna",0,8,,20/2009,,,,0.00,6.76,6.42,0.00,0.00,0.0,0,,,0,0,LBB02?,Stellario holosteae-Carpinetum betuli?,0,0,,,,,0.0000,0.000,0,0
183171,CZ,,,,02,,0832,20090716,LBB,100.00,,400,230,4,-1,60,5,80,0,0,0,0,0,15,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AB,,,,,,,,,,,,0,164427.60,491355.60,0,"Moravský kras; Mokrá, asi 150 m S od Mokerské myslivny",0,5,,21/2009,,,,0.00,6.32,5.77,0.00,0.00,0.0,0,,,0,0,?,,0,0,,,,,0.0000,0.000,0,0
183172,CZ,,,,02,,0832,20090716,LBF,100.00,,370,20,28,-1,60,15,60,0,0,0,0,0,60,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,164449.90,491431.20,0,Moravský kras; 100 m S od jeskyně Švédův stůl,0,11,,22/2009,,,,0.00,6.82,6.68,0.00,0.00,0.0,0,,,0,0,LBF03,Arunco dioici-Aceretum pseudoplatani,0,0,,,,,0.0000,0.000,0,0
183173,CZ,,,,02,,0832,20090720,LBF,100.00,,435,30,29,-1,80,25,70,0,0,0,0,0,5,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,164339.10,491729.10,0,"Moravský kras; Křtiny, 100 m SV od Drátenické jeskyně",0,7,,23/2009,,,,0.00,7.28,6.91,0.00,0.00,0.0,0,,,0,0,LBF01?,Aceri-Tilietum?,0,0,,,,,0.0000,0.000,0,0
183174,CZ,,,,02,,0832,20090720,LBB,100.00,,385,260,25,-1,60,1,75,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AB,,,,,,,,,,,,0,164141.40,491821.20,0,Moravský kras; 50 m J od Býčí skály,0,6,,24/2009,,,,0.00,5.52,4.89,0.00,0.00,0.0,0,,,0,0,LBB01?,Galio sylvatici-Carpinetum betuli?,0,0,,,,,0.0000,0.000,0,0
183175,CZ,,,,02,,0832,20090721,LBA,100.00,,271,,0,-1,65,30,95,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AA',,,,,,,,,,,,0,162402.20,491600.70,0,"Lažánky; levý břeh Bílého potoka, 1.5 km JJV od kostela",0,6,,25/2009,,,,0.00,6.03,4.99,0.00,0.00,0.0,0,,,0,0,LBA04,Stellario nemorum-Alnetum glutinosae,0,0,,,,,0.0000,0.000,0,0
183176,CZ,,,,02,,0832,20090721,LBF,100.00,,273,110,34,-1,80,0,65,5,0,0,0,0,3,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,162410.70,491609.60,0,"Lažánky; levý břeh Bílého potoka, 1.4 km JJV od kostela",0,7,,26/2009,,,,0.00,5.16,4.88,0.00,0.00,0.0,0,,,0,0,LBC01?,Galio odorati-Fagetum sylvaticae?,0,0,,,,,0.0000,0.000,0,0
183177,CZ,,,,02,,0832,20090721,LBA,100.00,,350,,0,-1,70,20,90,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AA',,,,,,,,,,,,0,163500.90,491754.90,0,Lelekovice; 900 m SSV od kostela,0,6,,27/2009,,,,0.00,6.15,5.56,0.00,0.00,0.0,0,,,0,0,LAA03,Carici acutiformis-Alnetum glutinosae,0,0,,,,,0.0000,0.000,0,0
183178,CZ,,,,02,,0832,20090722,LBF,100.00,,336,50,41,-1,80,10,70,0,0,0,0,0,90,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,164114.90,491827.80,0,"Moravský kras; levý břeh Křtinského potoka, 100 V od jeskyně Jáchymka",0,7,,28/2009,,,,0.00,7.35,7.03,0.00,0.00,0.0,0,,,0,0,LBF03,Arunco dioici-Aceretum pseudoplatani,0,0,,,,,0.0000,0.000,0,0
183179,CZ,,,,02,,0832,20090722,LBA,100.00,,350,,0,-1,60,10,85,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AA',,,,,,,,,,,,0,164024.10,491825.50,0,"Moravský kras; Adamov, levý břeh Křtinského potoka, 1.5 km SV od nádraží",0,8,,29/2009,,,,0.00,6.52,5.70,0.00,0.00,0.0,0,,,0,0,LBA04?,Stellario nemorum-Alnetum glutinosae?,0,0,,,,,0.0000,0.000,0,0
183180,CZ,,,,02,,0832,20090722,LBF,100.00,,305,80,28,-1,70,10,85,0,0,0,0,0,80,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AC,,,,,,,,,,,,0,164022.10,491830.10,0,"Moravský kras; Adamov, levý břeh Křtinského potoka, 1.6 km SSV od nádraží",0,6,,30/2009,,,,0.00,6.19,5.74,0.00,0.00,0.0,0,,,0,0,LBF03,Arunco dioici-Aceretum pseudoplatani,0,0,,,,,0.0000,0.000,0,0
183181,CZ,,,,02,,0832,20090731,LBA,100.00,,472,,0,-1,55,1,95,30,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AA',,,,,,,,,,,,0,164834.10,491454.30,0,"Hostěnice; Hostěnický potok, 2,8 km SV od kostela",0,6,,31/2009,,,,0.00,5.82,5.22,0.00,0.00,0.0,0,,,0,0,LAA03?,Carici acutiformis-Alnetum glutinosae?,0,0,,,,,0.0000,0.000,0,0
183182,CZ,,,,02,,0832,20090731,LBA,100.00,,417,,0,-1,45,8,90,20,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,32AA',,,,,,,,,,,,0,164745.00,491420.40,0,"Hostěnice; Hostěnický potok, 1,5 km V od kostela",0,6,,32/2009,,,,0.00,5.92,5.56,0.00,0.00,0.0,0,,,0,0,LAA03,Carici acutiformis-Alnetum glutinosae,0,0,,,,,0.0000,0.000,0,0
1,CZ,,,,02,,0669,20070611,,100.00,,412,135,4,0,80,15,20,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny, Irena Vesela, Milach Chytry a",01,,,,,,,,,,,,,,164038.60,491312.10,,"Brno, Maloměřice, Hády; 1,7 km od středu městské části",0,7,,1/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
2,CZ,,,,02,,0832,20070702,,100.00,,458,150,24,0,80,0,25,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali Irena Vesela + David Zeleny
Hieracium sabaud",01,,,,,,,,,,,,,,163420.00,492015.30,,"Svinošice (Brno, Kuřim); 450 m SZ od středu obce",0,5,,2/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
3,CZ,,,,02,,0832,20070702,,100.00,,414,150,13,0,80,0,25,8,0,0,0,0,3,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,163345.80,492128.90,,"Lažany (Brno, Kuřim); 1 km VSV od středu obce",0,6,,3/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
4,CZ,,,,02,,0832,20070702,,100.00,,379,210,21,0,75,0,30,10,0,0,0,0,10,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali Irena Vesela + David Zeleny
Hieracium sabaud",01,,,,,,,,,,,,,,162913.40,492126.40,,Všechovice (Tišnov); 500 m Z od středu obce,0,10,,4/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
5,CZ,,,,02,,0832,20070703,,100.00,,374,,,0,70,0,35,8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,162137.80,490210.20,,"Vedrovice (Moravský Krumlov), Krumlovský les; 2,2 km SZ od středu obce",0,6,,5/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
6,CZ,,,,02,,0832,20070703,,100.00,,380,170,10,0,65,1,60,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,162128.30,490203.10,,"Vedrovice (Moravský Krumlov), Krumlovský les; 2,1 km SZ od středu obce",0,5,,6/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CZ,,,,02,,0832,20070703,,100.00,,373,65,6,0,65,0,70,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali Irena Vesela + David Zeleny
Viola reichenbac",01,,,,,,,,,,,,,,162117.20,490158.50,,"Vedrovice (Moravský Krumlov), Krumlovský les; 2,2 km SZ od středu obce",0,6,,7/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CZ,,,,02,,0832,20070703,,100.00,,390,,,0,85,0,70,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali Irena Vesela + David Zeleny
Viola reichenbac",01,,,,,,,,,,,,,,162348.70,490253.30,,"Vedrovice (Moravský Krumlov), Krumlovský les; 3,3 km SSV od středu obce",0,14,,8/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CZ,,,,02,,0832,20070711,,100.00,,255,80,38,0,80,20,15,10,0,0,0,0,15,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,161734.70,490729.50,,"Čučice (Oslavany), Přírodní park Oslava; 1,7 km JV od středu obce",0,6,,9/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CZ,,,,02,,0832,20070711,,100.00,,340,220,13,0,70,0,75,3,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali Irena Vesela + David Zeleny
",01,,,,,,,,,,,,,,161622.40,490742.40,,"Čučice (Oslavany), Přírodní park Oslava; 1 km JJZ od středu obce",0,4,,10/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CZ,,,,02,,0832,20070711,,100.00,,368,95,29,0,85,15,8,5,0,0,0,0,10,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali Irena Vesela + David Zeleny
",01,,,,,,,,,,,,,,161507.00,490813.60,,"Senorady (Oslavany), Přírodní park Oslava; 1,2 km SSV od středu obce",0,5,,11/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CZ,,,,02,,0669,20070719,,100.00,,280,340,47,0,60,20,30,8,0,0,0,0,10,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li
",01,,,,,,,,,,,,,,164020.30,491423.30,,Bílovice n. Svitavou; 800 m J od středu obce,0,11,,14/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CZ,,,,02,,0669,20070720,,100.00,,392,120,33,0,75,0,60,20,0,0,0,0,20,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li 
",01,,,,,,,,,,,,,,162206.90,492428.60,,"Borač (Tišnov), Přírodní park Svratecká vrchovina; 950 m SV od středu obce",0,9,,16/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CZ,,,,02,,0669,20070720,,100.00,,340,260,24,0,70,0,85,3,0,0,0,0,5,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li,01,,,,,,,,,,,,,,162349.60,492239.20,,"Štěpánovice (Tišnov), Přírodní park Svratecká vrchovina; 850 m SV od středu obce",0,9,,18/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CZ,,,,02,,0669,20070729,,100.00,,431,,,0,70,0,55,8,0,0,0,0,10,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li,01,,,,,,,,,,,,,,155710.70,490123.00,,"Rozkoš (Moravské Budějovice); 1,9 km ZJZ od středu obce",0,6,,28/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CZ,,,,02,,0669,20070729,,100.00,,429,,,0,85,0,30,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li
",01,,,,,,,,,,,,,,155708.00,490115.20,,Rozkoš (Moravské Budějovice); 2 km ZJZ od středu obce,0,6,,29/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CZ,,,,02,,0669,20070729,,100.00,,411,,,0,75,15,25,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li
",01,,,,,,,,,,,,,,155758.70,490038.70,,"Střelice (Moravské Budějovice), Přírodní park Jevišovka; 2,2 km SSZ od středu obce",0,0,,31/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CZ,,,,02,,0669,20070801,,100.00,,449,,,0,70,0,55,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li
Viola reichenb",01,,,,,,,,,,,,,,160804.50,490849.00,,Sedlecký dvůr (Třebíč); 500 m JZ od středu obce,0,6,,32/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
36,CZ,,,,02,,0669,20070801,,100.00,,444,220,4,0,80,0,7,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li,01,,,,,,,,,,,,,,160656.20,490700.40,,"Slavětice (Třebíč); 1,6 km SSV od středu obce",0,11,,36/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
41,CZ,,,,02,,0832,20070807,,100.00,,353,130,7,0,65,2,60,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,162741.20,490820.50,,"Radostice (Brno), Přírodní park Doubrava; 1,3 km ZSZ od středu obce",0,6,,41/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CZ,,,,02,,0832,20070807,,100.00,,345,310,22,0,70,1,40,30,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,162758.20,490918.50,,"Střelice (Brno); 1,4 km  Z od části obce U nádraží",0,6,,42/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
43,CZ,,,,02,,0832,20070808,,100.00,,309,130,9,0,80,12,60,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,163057.80,491243.50,,"Brno, Žebětín; 1,7 km J od jižního konce Brněnské přehrady",0,5,,43/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CZ,,,,02,,0832,20070808,,100.00,,359,270,21,0,55,0,45,5,0,0,0,0,3,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,163207.60,491108.00,,"Brno, Kohoutovice; 800 m J od kostela",0,11,,44/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
47,CZ,,,,02,,0832,20070808,,100.00,,340,190,20,0,80,0,25,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,163137.40,491110.20,,"Brno, Kohoutovice; 1 km JZ od kostela",0,4,,47/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
81,CZ,,,,02,,0669,20080729,,100.00,,283,175,25,0,40,0,30,20,0,0,0,0,40,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li + Stepanka Kral,01,,,,,,,,,,,,,,161416.90,490601.10,,"Lhánice, Přír. park Střední Pojihlaví; 1,3 km SZ od Templštejna",0,5,,81/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
82,CZ,,,,02,,0669,20080729,,100.00,,301,100,31,0,75,1,30,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li + Stepanka Kral,01,,,,,,,,,,,,,,161435.90,490548.50,,"Lhánice, Přír. park Střední Pojihlaví; 750 m  SZ od Templštejna",0,5,,82/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
