SPECIES_NR,LETTERCODE,SYNONYM,TurbovegCzechiaSlovakia,Kaplan,ExpertSystem,nonvascular
13751,"PERS""BI",FALSE,"Persicaria ""Bistorta""",Bistorta species,Bistorta species,0
13754,PERS*BI,FALSE,Persicaria x bicolor (P. lapathifolia x mitis),Bistorta species,Bistorta species,0
13755,PERS*BR,FALSE,Persicaria x brauniana (P. maculosa x minor),Persicaria x brauniana,Persicaria x brauniana,0
13756,PERS*CO,FALSE,Persicaria x condensata (P. maculosa x mitis),Persicaria x condensata,Persicaria x condensata,0
13757,PERS*FI,FALSE,Persicaria x figertii (P. hydropiper x lapathifolia),Persicaria x figertii,Persicaria x figertii,0
13758,PERS*HE,FALSE,Persicaria x hervieri (P. lapathifolia x minor),Persicaria x hervieri (P. lapathifolia x minor),Persicaria x hervieri (P. lapathifolia x minor),0
13759,PERS*HY,FALSE,Persicaria x hybrida (P. hydropiper x mitis),Persicaria x hybrida,Persicaria x hybrida,0
13760,PERS*IN,FALSE,Persicaria x intercedens (P. hydropiper x maculosa),Persicaria minor,Persicaria minor,0
13761,PERS*LE,FALSE,Persicaria x lenticularis (P. lapathifolia x maculosa),Persicaria x lenticularis (P. lapathifolia x maculosa),Persicaria x lenticularis (P. lapathifolia x maculosa),0
13762,PERS*SU,FALSE,Persicaria x subglandulosa (P. hydropiper x minor),Persicaria x subglandulosa,Persicaria x subglandulosa,0
13752,PERSAFF,FALSE,Persicaria affinis,Bistorta affinis,Bistorta affinis,0
7713,PERSALP,FALSE,Persicaria alpina,Persicaria alpina,Persicaria alpina,0
7727,PERSAML,FALSE,Persicaria amplexicaulis,Bistorta amplexicaulis,Bistorta amplexicaulis,0
7714,PERSAMP,FALSE,Persicaria amphibia,Persicaria amphibia,Persicaria amphibia,0
7715,PERSBIS,FALSE,Persicaria bistorta,Bistorta officinalis,Bistorta officinalis,0
50015,PERSBIS,TRUE,Polygonum bistorta,Bistorta officinalis,Bistorta officinalis,0
7716,PERSDUB,FALSE,Persicaria dubia,Persicaria mitis,Persicaria mitis,0
50019,PERSDUB,TRUE,Persicaria mitis auct.,Persicaria mitis,Persicaria mitis,0
7717,PERSHYD,FALSE,Persicaria hydropiper,Persicaria hydropiper,Persicaria hydropiper,0
7718,PERSLAP,FALSE,Persicaria lapathifolia,Persicaria lapathifolia,Persicaria lapathifolia,0
7719,PERSL-B,FALSE,Persicaria lapathifolia ssp. brittingeri,Persicaria lapathifolia subsp. brittingeri,Persicaria lapathifolia subsp. brittingeri,0
7720,PERSL-L,FALSE,Persicaria lapathifolia ssp. lapathifolia,Persicaria lapathifolia subsp. lapathifolia,Persicaria lapathifolia subsp. lapathifolia,0
7721,PERSL-T,FALSE,Persicaria lapathifolia ssp. tomentosa,Persicaria lapathifolia subsp. pallida,Persicaria lapathifolia subsp. pallida,0
7722,PERSMAC,FALSE,Persicaria maculosa,Persicaria maculosa,Persicaria maculosa,0
7723,PERSMIN,FALSE,Persicaria minor,Persicaria minor,Persicaria minor,0
7724,PERSORI,FALSE,Persicaria orientalis,Persicaria orientalis,Persicaria orientalis,0
13753,PERSPEN,FALSE,Persicaria pensylvanica,Persicaria pensylvanica,Persicaria pensylvanica,0
7725,PERSPOL,FALSE,Persicaria polystachya,Rubrivena polystachya,Rubrivena polystachya,0
7728,PERS-SP,FALSE,Persicaria species,Persicaria species,Persicaria species,0
7726,PERSVIV,FALSE,Persicaria vivipara,Persicaria vivipara,Persicaria vivipara,0
50016,PERSVIV,TRUE,Polygonum viviparum,Polygonum viviparum,Polygonum viviparum,0
7797,PETECRI,FALSE,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum,0
7798,PETE-SP,FALSE,Petroselinum species,Petroselinum species,Petroselinum species,0
7794,PETHPRO,FALSE,Petrorhagia prolifera,Petrorhagia prolifera,Petrorhagia prolifera,0
7795,PETHSAX,FALSE,Petrorhagia saxifraga,Petrorhagia saxifraga,Petrorhagia saxifraga,0
7796,PETH-SP,FALSE,Petrorhagia species,Petrorhagia species,Petrorhagia species,0
7792,PETOPYR,FALSE,Petrocallis pyrenaica,Petrocallis pyrenaica,Petrocallis pyrenaica,0
7793,PETO-SP,FALSE,Petrocallis species,Petrocallis species,Petrocallis species,0
13763,PETS*CE,FALSE,Petasites x celakovskyi (P. albus x kablikianus),Petasites x celakovskyi,Petasites x celakovskyi,0
13764,PETS*IN,FALSE,Petasites x intercedens (P. hybridus x kablikianus),Petasites x intercedens,Petasites x intercedens,0
13765,PETS*RE,FALSE,Petasites x rechingeri (P. albus x hybridus),Petasites x rechingeri,Petasites x rechingeri,0
7783,PETSALB,FALSE,Petasites albus,Petasites albus,Petasites albus,0
7784,PETSHYB,FALSE,Petasites hybridus,Petasites hybridus,Petasites hybridus,0
7787,PETSJAP,FALSE,Petasites japonicus,Petasites japonicus,Petasites japonicus,0
7785,PETSKAB,FALSE,Petasites kablikianus,Petasites kablikianus,Petasites kablikianus,0
7786,PETSPAR,FALSE,Petasites paradoxus,Petasites paradoxus,Petasites paradoxus,0
7788,PETS-SP,FALSE,Petasites species,Petasites species,Petasites species,0
7799,PETU*AT,FALSE,Petunia x atkinsiana,Petunia x atkinsiana,Petunia x atkinsiana,0
7800,PETU-SP,FALSE,Petunia species,Petunia species,Petunia species,0
7804,PEUC#AU,FALSE,Peucedanum austriacum agg.,Peucedanum austriacum agg.,Peucedanum austriacum agg.,0
7801,PEUCALS,FALSE,Peucedanum alsaticum,Peucedanum alsaticum,Peucedanum alsaticum,0
7802,PEUCARE,FALSE,Peucedanum arenarium,Peucedanum arenarium,Peucedanum arenarium,0
7803,PEUCAUS,FALSE,Peucedanum austriacum s.str.,Peucedanum austriacum,Peucedanum austriacum,0
7805,PEUCCAR,FALSE,Peucedanum carvifolia,Peucedanum carvifolia,Peucedanum carvifolia,0
7806,PEUCCER,FALSE,Peucedanum cervaria,Peucedanum cervaria,Peucedanum cervaria,0
13766,PEUC-IM,FALSE,"Peucedanum ""Imperatoria""",Peucedanum ostruthium,Peucedanum ostruthium,0
7807,PEUCOFF,FALSE,Peucedanum officinale,Peucedanum officinale,Peucedanum officinale,0
7808,PEUCORE,FALSE,Peucedanum oreoselinum,Peucedanum oreoselinum,Peucedanum oreoselinum,0
7809,PEUCOST,FALSE,Peucedanum ostruthium,Peucedanum ostruthium,Peucedanum ostruthium,0
7810,PEUCPAL,FALSE,Peucedanum palustre,Peucedanum palustre,Peucedanum palustre,0
13767,PEUC-PE,FALSE,Peucedanum sect. Peucedanum,Peucedanum species,Peucedanum species,0
7811,PEUCRAB,FALSE,Peucedanum rablense,Peucedanum rablense,Peucedanum rablense,0
7813,PEUC-SP,FALSE,Peucedanum species,Peucedanum species,Peucedanum species,0
7812,PEUCVER,FALSE,Peucedanum verticillare,Peucedanum altissimum,Peucedanum altissimum,0
7814,PHACCON,FALSE,Phacelia congesta,Phacelia congesta,Phacelia congesta,0
7816,PHAC-SP,FALSE,Phacelia species,Phacelia species,Phacelia species,0
7815,PHACTAN,FALSE,Phacelia tanacetifolia,Phacelia tanacetifolia,Phacelia tanacetifolia,0
7891,PHADCOC,FALSE,Phaseolus coccineus,Phaseolus coccineus,Phaseolus coccineus,0
7893,PHAD-SP,FALSE,Phaseolus species,Phaseolus species,Phaseolus species,0
7892,PHADVUL,FALSE,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris,0
7865,PHALARU,FALSE,Phalaris arundinacea,Phalaris arundinacea,Phalaris arundinacea,0
7866,PHALBRA,FALSE,Phalaris brachystachys,Phalaris brachystachys,Phalaris brachystachys,0
7867,PHALCAN,FALSE,Phalaris canariensis,Phalaris canariensis,Phalaris canariensis,0
7868,PHALCOE,FALSE,Phalaris coerulescens,Phalaris coerulescens,Phalaris coerulescens,0
7869,PHALMIN,FALSE,Phalaris minor,Phalaris minor,Phalaris minor,0
7870,PHALPAR,FALSE,Phalaris paradoxa,Phalaris paradoxa,Phalaris paradoxa,0
7871,PHAL-SP,FALSE,Phalaris species,Phalaris species,Phalaris species,0
10009,PHEDAIZ,FALSE,Phedimus aizoon,Sedum aizoon,Sedum aizoon,0
50003,PHEDAIZ,TRUE,Sedum aizoon,Sedum aizoon,Sedum aizoon,0
10018,PHEDHYB,FALSE,Phedimus hybridus,Sedum hybridum,Sedum hybridum,0
50004,PHEDHYB,TRUE,Sedum hybridum,Sedum hybridum,Sedum hybridum,0
12278,PHED-SP,FALSE,Phedimus species,Sedum species,Sedum species,0
10029,PHEDSPU,FALSE,Phedimus spurius,Sedum spurium,Sedum spurium,0
50006,PHEDSPU,TRUE,Sedum spurium,Sedum spurium,Sedum spurium,0
7894,PHEGCON,FALSE,Phegopteris connectilis,Phegopteris connectilis,Phegopteris connectilis,0
7895,PHEG-SP,FALSE,Phegopteris species,Phegopteris species,Phegopteris species,0
13768,PHELAMU,FALSE,Phellodendron amurense,Phellodendron amurense,Phellodendron amurense,0
7896,PHILCOR,FALSE,Philadelphus coronarius,Philadelphus coronarius,Philadelphus coronarius,0
7897,PHILPUB,FALSE,Philadelphus pubescens,Philadelphus pubescens,Philadelphus pubescens,0
7898,PHIL-SP,FALSE,Philadelphus species,Philadelphus species,Philadelphus species,0
7910,PHLE#AL,FALSE,Phleum alpinum agg.,Phleum alpinum,Phleum alpinum,0
7917,PHLE#PR,FALSE,Phleum pratense agg.,Phleum pratense agg.,Phleum pratense agg.,0
7911,PHLEARE,FALSE,Phleum arenarium,Phleum arenarium,Phleum arenarium,0
7912,PHLEBER,FALSE,Phleum bertolonii,Phleum nodosum,Phleum nodosum,0
7913,PHLECOM,FALSE,Phleum commutatum,Phleum commutatum,Phleum commutatum,0
7914,PHLEHIR,FALSE,Phleum hirsutum,Phleum hirsutum,Phleum hirsutum,0
7915,PHLEPAN,FALSE,Phleum paniculatum,Phleum paniculatum,Phleum paniculatum,0
7916,PHLEPHL,FALSE,Phleum phleoides,Phleum phleoides,Phleum phleoides,0
7918,PHLEPRA,FALSE,Phleum pratense,Phleum pratense,Phleum pratense,0
7919,PHLERHA,FALSE,Phleum rhaeticum,Phleum alpinum,Phleum alpinum,0
7921,PHLE-SP,FALSE,Phleum species,Phleum species,Phleum species,0
7920,PHLESUB,FALSE,Phleum subulatum,Phleum subulatum,Phleum subulatum,0
7923,PHLO-SP,FALSE,Phlomis species,Phlomis species,Phlomis species,0
7922,PHLOTUB,FALSE,Phlomis tuberosa,Phlomis tuberosa,Phlomis tuberosa,0
7924,PHLXDRU,FALSE,Phlox drummondii,Phlox drummondii,Phlox drummondii,0
7925,PHLXPAN,FALSE,Phlox paniculata,Phlox paniculata,Phlox paniculata,0
7927,PHLX-SP,FALSE,Phlox species,Phlox species,Phlox species,0
7926,PHLXSUB,FALSE,Phlox subulata,Phlox subulata,Phlox subulata,0
7931,PHOEDAC,FALSE,Phoenix dactylifera,Phoenix dactylifera,Phoenix dactylifera,0
7932,PHOE-SP,FALSE,Phoenix species,Phoenix species,Phoenix species,0
7933,PHOLPAN,FALSE,Pholiurus pannonicus,Pholiurus pannonicus,Pholiurus pannonicus,0
7934,PHOL-SP,FALSE,Pholiurus species,Pholiurus species,Pholiurus species,0
7941,PHRAAUS,FALSE,Phragmites australis,Phragmites australis,Phragmites australis,0
7942,PHRA-SP,FALSE,Phragmites species,Phragmites species,Phragmites species,0
7944,PHUO-SP,FALSE,Phuopsis species,Phuopsis species,Phuopsis species,0
7943,PHUOSTY,FALSE,Phuopsis stylosa,Phuopsis stylosa,Phuopsis stylosa,0
7999,PHYAOPU,FALSE,Physocarpus opulifolius,Physocarpus opulifolius,Physocarpus opulifolius,0
8000,PHYA-SP,FALSE,Physocarpus species,Physocarpus species,Physocarpus species,0
8023,PHYBAME,FALSE,Phytolacca americana,Phytolacca americana,Phytolacca americana,0
8024,PHYBESC,FALSE,Phytolacca esculenta,Phytolacca acinosa,Phytolacca acinosa,0
8025,PHYB-SP,FALSE,Phytolacca species,Phytolacca species,Phytolacca species,0
8010,PHYE#MI,FALSE,Phyteuma michelii agg.,Phyteuma michelii agg.,Phyteuma michelii agg.,0
8014,PHYE#PA,FALSE,Phyteuma pauciflorum agg.,Phyteuma pauciflorum agg.,Phyteuma pauciflorum agg.,0
13773,PHYE*AD,FALSE,Phyteuma x adulterinum (P. nigrum x spicatum),Phyteuma x adulterinum,Phyteuma x adulterinum,0
8005,PHYEBET,FALSE,Phyteuma betonicifolium,Phyteuma betonicifolium,Phyteuma betonicifolium,0
8006,PHYECON,FALSE,Phyteuma confusum,Phyteuma confusum,Phyteuma confusum,0
8008,PHYEG-G,FALSE,Phyteuma globularii ssp. globularii,Phyteuma globularii ssp. globularii,Phyteuma globularii ssp. globularii,0
8007,PHYEGLO,FALSE,Phyteuma globulariifolium,Phyteuma globulariifolium,Phyteuma globulariifolium,0
8009,PHYEHEM,FALSE,Phyteuma hemisphaericum,Phyteuma hemisphaericum,Phyteuma hemisphaericum,0
8011,PHYENIG,FALSE,Phyteuma nigrum,Phyteuma nigrum,Phyteuma nigrum,0
13770,PHYEO-F,FALSE,Phyteuma orbiculare ssp. flexuosum,Phyteuma orbiculare,Phyteuma orbiculare,0
13771,PHYEO-M,FALSE,Phyteuma orbiculare ssp. montanum,Phyteuma orbiculare,Phyteuma orbiculare,0
13772,PHYEO-O,FALSE,Phyteuma orbiculare ssp. orbiculare,Phyteuma orbiculare,Phyteuma orbiculare,0
8012,PHYEORB,FALSE,Phyteuma orbiculare,Phyteuma orbiculare,Phyteuma orbiculare,0
8013,PHYEOVA,FALSE,Phyteuma ovatum,Phyteuma ovatum,Phyteuma ovatum,0
8015,PHYEPER,FALSE,Phyteuma persicifolium,Phyteuma persicifolium,Phyteuma persicifolium,0
8017,PHYES-C,FALSE,Phyteuma scheuchzeri ssp. columnae,Phyteuma scheuchzeri ssp. columnae,Phyteuma scheuchzeri ssp. columnae,0
8016,PHYESCH,FALSE,Phyteuma scheuchzeri,Phyteuma scheuchzeri,Phyteuma scheuchzeri,0
8018,PHYESIE,FALSE,Phyteuma sieberi,Phyteuma sieberi,Phyteuma sieberi,0
8020,PHYES-O,FALSE,Phyteuma spicatum ssp. coeruleum,Phyteuma spicatum ssp. coeruleum,Phyteuma spicatum ssp. coeruleum,0
8022,PHYE-SP,FALSE,Phyteuma species,Phyteuma species,Phyteuma species,0
8019,PHYESPI,FALSE,Phyteuma spicatum,Phyteuma spicatum,Phyteuma spicatum,0
8021,PHYES-S,FALSE,Phyteuma spicatum ssp. spicatum,Phyteuma spicatum,Phyteuma spicatum,0
14463,PHYETET,FALSE,Phyteuma tetramerum,Phyteuma tetramerum,Phyteuma tetramerum,0
14369,PHYEVAG,FALSE,Phyteuma vagneri,Phyteuma vagneri,Phyteuma vagneri,0
8001,PHYPCOM,FALSE,Physoplexis comosa,Physoplexis comosa,Physoplexis comosa,0
8002,PHYP-SP,FALSE,Physoplexis species,Physoplexis species,Physoplexis species,0
7948,PHYSA;A,FALSE,Physalis alkekengi var. alkekengi,Physalis alkekengi var. alkekengi,Physalis alkekengi var. alkekengi,0
7949,PHYSA;F,FALSE,Physalis alkekengi var. franchetii,Physalis alkekengi var. franchetii,Physalis alkekengi var. franchetii,0
7947,PHYSALK,FALSE,Physalis alkekengi,Physalis alkekengi,Physalis alkekengi,0
7950,PHYSANG,FALSE,Physalis angulata,Physalis angulata,Physalis angulata,0
7951,PHYSLON,FALSE,Physalis longifolia,Physalis longifolia,Physalis longifolia,0
7952,PHYSPER,FALSE,Physalis peruviana,Physalis peruviana,Physalis peruviana,0
7953,PHYSPHI,FALSE,Physalis philadelphica,Physalis philadelphica,Physalis philadelphica,0
13769,PHYSPUB,FALSE,Physalis pubescens,Physalis pubescens,Physalis pubescens,0
7954,PHYS-SP,FALSE,Physalis species,Physalis species,Physalis species,0
8004,PHYT-SP,FALSE,Physostegia species,Physostegia species,Physostegia species,0
8003,PHYTVIR,FALSE,Physostegia virginiana,Physostegia virginiana,Physostegia virginiana,0
8026,PICEABI,FALSE,Picea abies,Picea abies,Picea abies,0
13774,PICEENG,FALSE,Picea engelmannii,Picea engelmannii,Picea engelmannii,0
13775,PICEGLA,FALSE,Picea glauca,Picea glauca,Picea glauca,0
13776,PICEMAR,FALSE,Picea mariana,Picea mariana,Picea mariana,0
13777,PICEOMO,FALSE,Picea omorika,Picea omorika,Picea omorika,0
13778,PICEORI,FALSE,Picea orientalis,Picea orientalis,Picea orientalis,0
13779,PICEPUN,FALSE,Picea pungens,Picea pungens,Picea pungens,0
8027,PICE-SP,FALSE,Picea species,Picea species,Picea abies,0
8029,PICR#HI,FALSE,Picris hieracioides agg.,Picris hieracioides,Picris hieracioides,0
8028,PICRCRE,FALSE,Picris crepoides,Picris crepoides,Picris crepoides,0
8030,PICRHIE,FALSE,Picris hieracioides,Picris hieracioides,Picris hieracioides,0
8031,PICR-SP,FALSE,Picris species,Picris species,Picris species,0
8036,PILUGLO,FALSE,Pilularia globulifera,Pilularia globulifera,Pilularia globulifera,0
8037,PILU-SP,FALSE,Pilularia species,Pilularia species,Pilularia species,0
8041,PIMP#SA,FALSE,Pimpinella saxifraga agg.,Pimpinella saxifraga,Pimpinella saxifraga,0
8038,PIMPALP,FALSE,Pimpinella alpina,Pimpinella alpina,Pimpinella alpina,0
8043,PIMPANI,FALSE,Pimpinella anisum,Pimpinella anisum,Pimpinella anisum,0
8039,PIMPMAJ,FALSE,Pimpinella major,Pimpinella major,Pimpinella major,0
8045,PIMPMAO,FALSE,Pimpinella major ssp. rubra,Pimpinella major ssp. rubra,Pimpinella major ssp. rubra,0
8044,PIMPM-M,FALSE,Pimpinella major ssp. major,Pimpinella major,Pimpinella major,0
8040,PIMPNIG,FALSE,Pimpinella nigra,Pimpinella saxifraga subsp. nigra,Pimpinella saxifraga subsp. nigra,0
8042,PIMPSAX,FALSE,Pimpinella saxifraga s.str.,Pimpinella saxifraga subsp. saxifraga,Pimpinella saxifraga subsp. saxifraga,0
8046,PIMP-SP,FALSE,Pimpinella species,Pimpinella species,Pimpinella species,0
8048,PINE-SP,FALSE,Pinellia species,Pinellia species,Pinellia species,0
8047,PINETER,FALSE,Pinellia ternata,Pinellia ternata,Pinellia ternata,0
8049,PINGALP,FALSE,Pinguicula alpina,Pinguicula alpina,Pinguicula alpina,0
8050,PINGLEP,FALSE,Pinguicula leptoceras,Pinguicula leptoceras,Pinguicula leptoceras,0
8053,PING-SP,FALSE,Pinguicula species,Pinguicula species,Pinguicula species,0
13780,PINGV*V,FALSE,Pinguicula vulgaris var. bohemica x vulgaris var. vulgar,Pinguicula vulgaris subsp. bohemica x P. vulgaris subsp. vulgaris,Pinguicula vulgaris subsp. bohemica x P. vulgaris subsp. vulgaris,0
8052,PINGV;B,FALSE,Pinguicula vulgaris var. bohemica,Pinguicula vulgaris subsp. bohemica,Pinguicula vulgaris subsp. bohemica,0
13781,PINGVUA,FALSE,Pinguicula vulgaris var. vulgaris,Pinguicula vulgaris subsp. vulgaris,Pinguicula vulgaris subsp. vulgaris,0
8051,PINGVUL,FALSE,Pinguicula vulgaris,Pinguicula vulgaris,Pinguicula vulgaris ssp. vulgaris,0
8055,PINU#MU,FALSE,Pinus mugo agg.,Pinus mugo agg.,Pinus mugo,0
13787,PINU*CE,FALSE,Pinus x celakovskiorum (P. mugo x sylvestris),Pinus x celakovskiorum,Pinus x celakovskiorum,0
13788,PINU*DI,FALSE,Pinus x digenea (P. rotundata x sylvestris),Pinus x rhaetica nothosubsp. digenea,Pinus x rhaetica nothosubsp. digenea,0
8060,PINU*EN,FALSE,Pinus x engadinensis,Pinus x engadinensis,Pinus x engadinensis,0
13789,PINU*PS,FALSE,Pinus x pseudopumilio (P. mugo x rotundata),Pinus x ascendens nothosubsp. skalickyi,Pinus x ascendens nothosubsp. skalickyi,0
8061,PINU*RO,FALSE,Pinus x rotundata,Pinus uncinata subsp. uliginosa,Pinus uncinata subsp. uliginosa,0
13782,PINUBAN,FALSE,Pinus banksiana,Pinus banksiana,Pinus banksiana,0
8054,PINUCEM,FALSE,Pinus cembra,Pinus cembra,Pinus cembra,0
13783,PINUCON,FALSE,Pinus contorta,Pinus contorta,Pinus contorta,0
8056,PINUMUG,FALSE,Pinus mugo,Pinus mugo,Pinus mugo,0
8057,PINUNIG,FALSE,Pinus nigra,Pinus nigra,Pinus nigra,0
13784,PINUPON,FALSE,Pinus ponderosa,Pinus ponderosa,Pinus ponderosa,0
13785,PINURIG,FALSE,Pinus rigida,Pinus rigida,Pinus rigida,0
13786,PINUSCO,FALSE,Pinus scopulorum,Pinus scopulorum,Pinus scopulorum,0
8062,PINU-SP,FALSE,Pinus species,Pinus species,Pinus species,0
12273,PINUSTR,FALSE,Pinus strobus,Pinus strobus,Pinus strobus,0
8058,PINUSYL,FALSE,Pinus sylvestris,Pinus sylvestris,Pinus sylvestris,0
8059,PINUUNC,FALSE,Pinus uncinata,Pinus uncinata,Pinus uncinata,0
8063,PIPTMIL,FALSE,Piptatherum miliaceum,Piptatherum miliaceum,Piptatherum miliaceum,0
8065,PIPT-SP,FALSE,Piptatherum species,Piptatherum species,Piptatherum species,0
8064,PIPTVIR,FALSE,Piptatherum virescens,Piptatherum virescens,Piptatherum virescens,0
13790,PIST-SP,FALSE,Pistia species,Pistia species,Pistia species,0
13791,PISTSTR,FALSE,Pistia stratiotes,Pistia stratiotes,Pistia stratiotes,0
8066,PISUSAT,FALSE,Pisum sativum,Pisum sativum,Pisum sativum,0
8068,PISU-SP,FALSE,Pisum species,Pisum species,Pisum species,0
8067,PISUS-S,FALSE,Pisum sativum ssp. sativum,Pisum sativum,Pisum sativum,0
8155,PLAA#MA,FALSE,Plantago maritima agg.,Plantago maritima,Plantago maritima,0
8157,PLAA#ME,FALSE,Plantago media agg.,Plantago media,Plantago media,0
13796,PLAA*MI,FALSE,Plantago x mixta (P. major x media),Plantago x mixta,Plantago x mixta,0
13797,PLAA*MO,FALSE,Plantago x moravica (P. major ssp. major x major ssp. me,Plantago x moravica,Plantago x moravica,0
8145,PLAAA-A,FALSE,Plantago atrata ssp. atrata,Plantago atrata ssp. atrata,Plantago atrata ssp. atrata,0
8146,PLAAA-C,FALSE,Plantago atrata ssp. carpatica,Plantago atrata ssp. carpatica,Plantago atrata ssp. carpatica,0
8138,PLAAAFR,FALSE,Plantago afra,Plantago afra,Plantago afra,0
8139,PLAAALP,FALSE,Plantago alpina,Plantago alpina,Plantago alpina,0
8140,PLAAALT,FALSE,Plantago altissima,Plantago altissima,Plantago altissima,0
8141,PLAAARE,FALSE,Plantago arenaria,Plantago arenaria,Plantago arenaria,0
8142,PLAAARG,FALSE,Plantago argentea,Plantago argentea,Plantago argentea,0
8143,PLAAARI,FALSE,Plantago aristata,Plantago aristata,Plantago aristata,0
8147,PLAAA-S,FALSE,Plantago atrata ssp. sudetica,Plantago atrata subsp. sudetica,Plantago atrata subsp. sudetica,0
8144,PLAAATR,FALSE,Plantago atrata,Plantago atrata,Plantago atrata,0
8148,PLAACOR,FALSE,Plantago coronopus,Plantago coronopus,Plantago coronopus,0
8149,PLAAHOL,FALSE,Plantago holosteum,Plantago holosteum,Plantago holosteum,0
8150,PLAALAN,FALSE,Plantago lanceolata,Plantago lanceolata,Plantago lanceolata,0
13792,PLAAMAA,FALSE,Plantago major ssp. major+winteri,Plantago major,Plantago major,0
8151,PLAAMAJ,FALSE,Plantago major,Plantago major,Plantago major,0
13793,PLAAMAM,FALSE,Plantago maritima ssp. ciliata,Plantago maritima subsp. ciliata,Plantago maritima subsp. ciliata,0
8156,PLAAMAR,FALSE,Plantago maritima,Plantago maritima,Plantago maritima,0
13794,PLAAMEA,FALSE,Plantago media ssp. longifolia,Plantago media subsp. longifolia,Plantago media subsp. longifolia,0
13795,PLAAMEB,FALSE,Plantago media ssp. media,Plantago media subsp. media,Plantago media subsp. media,0
8158,PLAAMED,FALSE,Plantago media,Plantago media,Plantago media,0
8152,PLAAM-I,FALSE,Plantago major ssp. intermedia,Plantago uliginosa,Plantago uliginosa,0
8153,PLAAM-M,FALSE,Plantago major ssp. major,Plantago major subsp. major,Plantago major subsp. major,0
8154,PLAAM-W,FALSE,Plantago major ssp. winteri,Plantago major subsp. winteri,Plantago major subsp. winteri,0
14373,PLAASCH,FALSE,Plantago schwarzenbergiana,Plantago schwarzenbergiana,Plantago schwarzenbergiana,0
8159,PLAASEM,FALSE,Plantago sempervirens,Plantago sempervirens,Plantago sempervirens,0
8163,PLAA-SP,FALSE,Plantago species,Plantago species,Plantago species,0
8160,PLAASTE,FALSE,Plantago stepposa,Plantago media subsp. longifolia,Plantago media subsp. longifolia,0
8161,PLAASTR,FALSE,Plantago strictissima,Plantago strictissima,Plantago strictissima,0
8162,PLAATEN,FALSE,Plantago tenuiflora,Plantago tenuiflora,Plantago tenuiflora,0
13798,PLAE*HY,FALSE,Platanthera x hybrida (P. bifolia x chlorantha),Platanthera x graebneri,Platanthera x graebneri,0
8165,PLAEB-B,FALSE,Platanthera bifolia ssp. bifolia,Platanthera bifolia,Platanthera bifolia,0
8164,PLAEBIF,FALSE,Platanthera bifolia,Platanthera bifolia,Platanthera bifolia,0
8166,PLAEB-L,FALSE,Platanthera bifolia ssp. latiflora,Plantanthera bifolia,Plantanthera bifolia,0
8167,PLAECHL,FALSE,Platanthera chlorantha,Platanthera chlorantha,Platanthera chlorantha,0
8168,PLAE-SP,FALSE,Platanthera species,Platanthera species,Platanthera species,0
8169,PLAS*HI,FALSE,Platanus x hispanica,Platanus x hispanica,Platanus x hispanica,0
13799,PLASOCC,FALSE,Platanus occidentalis,Platanus occidentalis,Platanus occidentalis,0
13800,PLASORI,FALSE,Platanus orientalis,Platanus orientalis,Platanus orientalis,0
8170,PLAS-SP,FALSE,Platanus species,Platanus species,Platanus species,0
8194,PLESAUS,FALSE,Pleurospermum austriacum,Pleurospermum austriacum,Pleurospermum austriacum,0
8195,PLES-SP,FALSE,Pleurospermum species,Pleurospermum species,Pleurospermum species,0
8181,PLETAME,FALSE,Plectocephalus americanus,Plectocephalus americanus,Plectocephalus americanus,0
8182,PLET-SP,FALSE,Plectocephalus species,Plectocephalus species,Plectocephalus species,0
13801,PLUMAUR,FALSE,Plumbago auriculata,Plumbago auriculata,Plumbago auriculata,0
13802,PLUMEUR,FALSE,Plumbago europaea,Plumbago europaea,Plumbago europaea,0
13803,PLUM-SP,FALSE,Plumbago species,Plumbago species,Plumbago species,0
8202,POA #AN,FALSE,Poa annua agg.,Poa annua agg.,Poa annua agg.,0
8204,POA #BA,FALSE,Poa badensis agg.,Poa badensis agg.,Poa badensis agg.,0
8217,POA #NE,FALSE,Poa nemoralis agg.,Poa nemoralis+riphaea,Poa nemoralis,0
8221,POA #PR,FALSE,Poa pratensis agg.,Poa pratensis agg.,Poa pratensis s.lat.,0
13814,POA *FI,FALSE,Poa x figertii (P. compressa x nemoralis),Poa x figertii,Poa x figertii,0
13815,POA *IN,FALSE,Poa x intricata (P. nemoralis x palustris),Poa x intricata,Poa x intricata,0
13816,POA *NA,FALSE,Poa x nannfeldii (P. annua x supina),Poa x nannfeldii (P. annua x supina),Poa x nannfeldii (P. annua x supina),0
8232,POA *NO,FALSE,Poa x nobilis,Poa x nobilis,Poa x nobilis,0
13817,POA *PA,FALSE,Poa x pawlowskii (P. chaixii x remota),Poa x pawlowskii,Poa x pawlowskii,0
13818,POA *SA,FALSE,Poa x sanionis (P. pratensis x trivialis),Poa x sanionis (P. pratensis x trivialis),Poa x sanionis (P. pratensis x trivialis),0
13819,POA *SC,FALSE,Poa x schurii (P. compressa x pratensis),Poa x schurii (P. compressa x pratensis),Poa x schurii (P. compressa x pratensis),0
13804,POA A-A,FALSE,Poa annua ssp. annua,Poa annua,Poa annua,0
8200,POA ALP,FALSE,Poa alpina,Poa alpina,Poa alpina,0
