SPECIES_NR,LETTERCODE,SYNONYM,TurbovegCzechiaSlovakia,Kaplan,ExpertSystem,nonvascular
376,ALCHGOR,FALSE,Alchemilla gorcensis,Alchemilla gorcensis,Alchemilla gorcensis,0
293,ALCHGRA,FALSE,Alchemilla gracillima,Alchemilla gracillima,Alchemilla gracillima,0
377,ALCHGRN,FALSE,Alchemilla grandiceps,Alchemilla grandiceps,Alchemilla grandiceps,0
294,ALCHGRO,FALSE,Alchemilla grossidens,Alchemilla grossidens,Alchemilla grossidens,0
295,ALCHGRU,FALSE,Alchemilla gruneica,Alchemilla gruneica,Alchemilla vulgaris s.lat.,0
378,ALCHGYM,FALSE,Alchemilla gymnopoda,Alchemilla gymnopoda,Alchemilla gymnopoda,0
296,ALCHHIR,FALSE,Alchemilla hirtipes,Alchemilla hirtipes,Alchemilla hirtipes,0
297,ALCHHOP,FALSE,Alchemilla hoppeana,Alchemilla hoppeana,Alchemilla hoppeana,0
379,ALCHHYP,FALSE,Alchemilla hyperptycha,Alchemilla hyperptycha,Alchemilla hyperptycha,0
299,ALCHIMP,FALSE,Alchemilla impexa,Alchemilla impexa,Alchemilla impexa,0
300,ALCHINC,FALSE,Alchemilla incisa,Alchemilla incisa,Alchemilla incisa,0
301,ALCHINO,FALSE,Alchemilla inconcinna,Alchemilla inconcinna,Alchemilla inconcinna,0
380,ALCHISO,FALSE,Alchemilla isodonta,Alchemilla isodonta,Alchemilla isodonta,0
381,ALCHJAS,FALSE,Alchemilla jasiewiczii,Alchemilla jasiewiczii,Alchemilla jasiewiczii,0
302,ALCHKER,FALSE,Alchemilla kerneri,Alchemilla kerneri,Alchemilla kerneri,0
382,ALCHKOR,FALSE,Alchemilla kornasiana,Alchemilla kornasiana,Alchemilla kornasiana,0
383,ALCHKOS,FALSE,Alchemilla kosiarensis,Alchemilla kosiarensis,Alchemilla kosiarensis,0
384,ALCHKUL,FALSE,Alchemilla kulczynskii,Alchemilla kulczynskii,Alchemilla kulczynskii,0
385,ALCHLAE,FALSE,Alchemilla laevipes,Alchemilla laevipes,Alchemilla laevipes,0
12255,ALCHLAX,FALSE,Alchemilla laxa,Alchemilla laxa,Alchemilla laxa,0
303,ALCHLIN,FALSE,Alchemilla lineata,Alchemilla lineata,Alchemilla lineata,0
305,ALCHLOG,FALSE,Alchemilla longituba,Alchemilla longituba,Alchemilla longituba,0
386,ALCHLOI,FALSE,Alchemilla longidens,Alchemilla longidens,Alchemilla longidens,0
304,ALCHLON,FALSE,Alchemilla longana,Alchemilla longana,Alchemilla longana,0
387,ALCHLOR,FALSE,Alchemilla lorata,Alchemilla lorata,Alchemilla lorata,0
388,ALCHLOX,FALSE,Alchemilla loxotropa,Alchemilla loxotropa,Alchemilla loxotropa,0
389,ALCHLUD,FALSE,Alchemilla ludovitiana,Alchemilla ludovitiana,Alchemilla ludovitiana,0
390,ALCHMAR,FALSE,Alchemilla marginata,Alchemilla marginata,Alchemilla marginata,0
306,ALCHMAT,FALSE,Alchemilla matreiensis,Alchemilla matreiensis,Alchemilla matreiensis,0
307,ALCHMAU,FALSE,Alchemilla maureri,Alchemilla maureri,Alchemilla maureri,0
391,ALCHMEG,FALSE,Alchemilla megalodonta,Alchemilla megalodonta,Alchemilla megalodonta,0
308,ALCHMIC,FALSE,Alchemilla micans,Alchemilla micans,Alchemilla vulgaris s.lat.,0
393,ALCHMIO,FALSE,Alchemilla microsphaerica s.lat.,Alchemilla microsphaerica s.lat.,Alchemilla microsphaerica s.lat.,0
392,ALCHMIR,FALSE,Alchemilla microsphaerica,Alchemilla microsphaerica,Alchemilla microsphaerica,0
395,ALCHMOC,FALSE,Alchemilla moncophila,Alchemilla moncophila,Alchemilla moncophila,0
394,ALCHMOI,FALSE,Alchemilla mollifolia,Alchemilla mollifolia,Alchemilla mollifolia,0
309,ALCHMOL,FALSE,Alchemilla mollis,Alchemilla mollis,Alchemilla vulgaris s.lat.,0
310,ALCHMON,FALSE,Alchemilla monticola,Alchemilla monticola,Alchemilla vulgaris s.lat.,0
396,ALCHMUL,FALSE,Alchemilla multiloba,Alchemilla multiloba,Alchemilla multiloba,0
311,ALCHNIT,FALSE,Alchemilla nitida,Alchemilla nitida,Alchemilla nitida,0
312,ALCHNOR,FALSE,Alchemilla norica,Alchemilla norica,Alchemilla norica,0
397,ALCHOBE,FALSE,Alchemilla obesa,Alchemilla obesa,Alchemilla obesa,0
314,ALCHOBO,FALSE,Alchemilla obsoleta,Alchemilla obsoleta,Alchemilla obsoleta,0
313,ALCHOBS,FALSE,Alchemilla obscura,Alchemilla obscura,Alchemilla obscura,0
315,ALCHOBT,FALSE,Alchemilla obtusa,Alchemilla obtusa,Alchemilla vulgaris s.lat.,0
398,ALCHOCU,FALSE,Alchemilla oculimarina,Alchemilla oculimarina,Alchemilla oculimarina,0
316,ALCHO-O,FALSE,Alchemilla obtusa ssp. obtusa,Alchemilla obtusa subsp. obtusa,Alchemilla obtusa subsp. obtusa,0
317,ALCHO-T,FALSE,Alchemilla obtusa ssp. trapezialis,Alchemilla obtusa subsp. trapezialis,Alchemilla obtusa subsp. trapezialis,0
318,ALCHOTH,FALSE,Alchemilla othmarii,Alchemilla othmarii,Alchemilla othmarii,0
319,ALCHPAL,FALSE,Alchemilla pallens,Alchemilla pallens,Alchemilla pallens,0
399,ALCHPAT,FALSE,Alchemilla patens,Alchemilla patens,Alchemilla patens,0
320,ALCHPEN,FALSE,Alchemilla pentaphyllea,Alchemilla pentaphyllea,Alchemilla pentaphyllea,0
321,ALCHPHI,FALSE,Alchemilla philonotis,Alchemilla philonotis,Alchemilla philonotis,0
322,ALCHPLA,FALSE,Alchemilla platygyria,Alchemilla platygyria,Alchemilla platygyria,0
323,ALCHPLI,FALSE,Alchemilla plicata,Alchemilla plicata,Alchemilla vulgaris s.lat.,0
324,ALCHPRO,FALSE,Alchemilla propinqua,Alchemilla propinqua,Alchemilla vulgaris s.lat.,0
400,ALCHPSE,FALSE,Alchemilla pseudincisa,Alchemilla pseudincisa,Alchemilla pseudincisa,0
401,ALCHPSU,FALSE,Alchemilla pseudothmarii,Alchemilla pseudothmarii,Alchemilla pseudothmarii,0
402,ALCHPUN,FALSE,Alchemilla pungentiflora,Alchemilla pungentiflora,Alchemilla pungentiflora,0
325,ALCHREN,FALSE,Alchemilla reniformis,Alchemilla reniformis,Alchemilla vulgaris s.lat.,0
403,ALCHREV,FALSE,Alchemilla reversantha,Alchemilla reversantha,Alchemilla reversantha,0
12256,ALCHRHB,FALSE,Alchemilla rhodobasis,Alchemilla rhodobasis,Alchemilla rhodobasis,0
404,ALCHRHD,FALSE,Alchemilla rhodocycla,Alchemilla rhodocycla,Alchemilla rhodocycla,0
326,ALCHRHO,FALSE,Alchemilla rhododendrophila,Alchemilla rhododendrophila,Alchemilla rhododendrophila,0
327,ALCHRUB,FALSE,Alchemilla rubristipula,Alchemilla rubristipula,Alchemilla rubristipula,0
328,ALCHSAX,FALSE,Alchemilla saxatilis,Alchemilla saxatilis,Alchemilla saxatilis,0
13045,ALCHSEA,FALSE,Alchemilla sericata,Alchemilla sericata,Alchemilla sericata,0
406,ALCHSEC,FALSE,Alchemilla sericoneuroides,Alchemilla sericoneuroides,Alchemilla sericoneuroides,0
330,ALCHSEI,FALSE,Alchemilla semisecta,Alchemilla semisecta,Alchemilla semisecta,0
405,ALCHSEJ,FALSE,Alchemilla sejuncta,Alchemilla sejuncta,Alchemilla sejuncta,0
329,ALCHSEM,FALSE,Alchemilla semihirta,Alchemilla semihirta,Alchemilla semihirta,0
331,ALCHSER,FALSE,Alchemilla sericoneura,Alchemilla sericoneura,Alchemilla sericoneura,0
332,ALCHSIN,FALSE,Alchemilla sinuata,Alchemilla sinuata,Alchemilla sinuata,0
407,ALCHSMA,FALSE,Alchemilla smaragdina,Alchemilla smaragdina,Alchemilla smaragdina,0
408,ALCHSOJ,FALSE,Alchemilla sojakii,Alchemilla sojakii,Alchemilla sojakii,0
419,ALCH-SP,FALSE,Alchemilla species,Alchemilla species,Alchemilla vulgaris s.lat.,0
12257,ALCHSPE,FALSE,Alchemilla speciosa,Alchemilla speciosa,Alchemilla vulgaris s.lat.,0
334,ALCHSPL,FALSE,Alchemilla splendens,Alchemilla splendens,Alchemilla splendens,0
409,ALCHSTA,FALSE,Alchemilla stanislaae,Alchemilla stanislaae,Alchemilla stanislaae,0
410,ALCHSTE,FALSE,Alchemilla stenoleuca,Alchemilla stenoleuca,Alchemilla stenoleuca,0
337,ALCHSTG,FALSE,Alchemilla strigosula,Alchemilla strigosula,Alchemilla strigosula,0
335,ALCHSTI,FALSE,Alchemilla stiriaca,Alchemilla stiriaca,Alchemilla stiriaca,0
336,ALCHSTR,FALSE,Alchemilla straminea,Alchemilla straminea,Alchemilla vulgaris s.lat.,0
338,ALCHSUA,FALSE,Alchemilla suavis,Alchemilla suavis,Alchemilla vulgaris s.lat.,0
339,ALCHSUB,FALSE,Alchemilla subcrenata,Alchemilla subcrenata,Alchemilla vulgaris s.lat.,0
411,ALCHSUC,FALSE,Alchemilla subconnivens,Alchemilla subconnivens,Alchemilla subconnivens,0
412,ALCHSUE,FALSE,Alchemilla subsessilis,Alchemilla subsessilis,Alchemilla subsessilis,0
340,ALCHSUG,FALSE,Alchemilla subglobosa,Alchemilla subglobosa,Alchemilla vulgaris s.lat.,0
413,ALCHSUP,FALSE,Alchemilla superata,Alchemilla superata,Alchemilla superata,0
341,ALCHSUS,FALSE,Alchemilla subsericea,Alchemilla subsericea,Alchemilla subsericea,0
414,ALCHTAC,FALSE,Alchemilla tacikii,Alchemilla tacikii,Alchemilla tacikii,0
342,ALCHTEN,FALSE,Alchemilla tenuis,Alchemilla tenuis,Alchemilla tenuis,0
415,ALCHTHA,FALSE,Alchemilla thaumasia,Alchemilla thaumasia,Alchemilla thaumasia,0
343,ALCHTIR,FALSE,Alchemilla tirolensis,Alchemilla tirolensis,Alchemilla tirolensis,0
344,ALCHTYT,FALSE,Alchemilla tytthantha,Alchemilla tytthantha,Alchemilla tytthantha,0
345,ALCHUND,FALSE,Alchemilla undulata,Alchemilla undulata,Alchemilla undulata,0
346,ALCHURS,FALSE,Alchemilla ursina,Alchemilla effusa,Alchemilla effusa,0
347,ALCHVEL,FALSE,Alchemilla velebitica,Alchemilla velebitica,Alchemilla velebitica,0
348,ALCHVER,FALSE,Alchemilla versipila,Alchemilla versipila,Alchemilla versipila,0
416,ALCHVIR,FALSE,Alchemilla virginea,Alchemilla virginea,Alchemilla virginea,0
350,ALCHVUL,FALSE,Alchemilla vulgaris s.str.,Alchemilla acutiloba,Alchemilla acutiloba,0
417,ALCHWAI,FALSE,Alchemilla wallischii,Alchemilla wallischii,Alchemilla wallischii,0
351,ALCHWAL,FALSE,Alchemilla walasii,Alchemilla walasii,Alchemilla walasii,0
352,ALCHXAN,FALSE,Alchemilla xanthochlora,Alchemilla xanthochlora,Alchemilla vulgaris s.lat.,0
418,ALCHZAP,FALSE,Alchemilla zapalowiczii,Alchemilla zapalowiczii,Alchemilla zapalowiczii,0
421,ALDR-SP,FALSE,Aldrovanda species,Aldrovanda species,Aldrovanda species,0
420,ALDRVES,FALSE,Aldrovanda vesiculosa,Aldrovanda vesiculosa,Aldrovanda vesiculosa,0
428,ALIS#PL,FALSE,Alisma plantago-aquatica agg.,Alisma plantago-aquatica s.lat.*,Alisma plantago-aquatica,0
426,ALISGRA,FALSE,Alisma gramineum,Alisma gramineum,Alisma gramineum,0
427,ALISLAN,FALSE,Alisma lanceolatum,Alisma lanceolatum,Alisma lanceolatum,0
429,ALISPLA,FALSE,Alisma plantago-aquatica,Alisma plantago-aquatica,Alisma plantago-aquatica,0
430,ALIS-SP,FALSE,Alisma species,Alisma species,Alisma species,0
432,ALKA-SP,FALSE,Alkanna species,Alkanna species,Alkanna species,0
431,ALKATIN,FALSE,Alkanna tinctoria,Alkanna tinctoria,Alkanna tinctoria,0
435,ALLIPET,FALSE,Alliaria petiolata,Alliaria petiolata,Alliaria petiolata,0
436,ALLI-SP,FALSE,Alliaria species,Alliaria species,Alliaria species,0
465,ALLU#ER,FALSE,Allium ericetorum agg.,Allium ericetorum agg.,Allium ericetorum agg.,0
13055,ALLU*PR,FALSE,Allium x proliferum (A. cepa x fistulosum),Allium x proliferum,Allium x proliferum,0
13046,ALLUAFL,FALSE,Allium aflatunense,Allium hollandicum,Allium hollandicum,0
437,ALLUANG,FALSE,Allium angulosum,Allium angulosum,Allium angulosum,0
438,ALLUASC,FALSE,Allium ascalonicum,Allium ascalonicum,Allium ascalonicum,0
464,ALLUATO,FALSE,Allium atroviolaceum,Allium atroviolaceum,Allium atroviolaceum,0
439,ALLUATR,FALSE,Allium atropurpureum,Allium atropurpureum,Allium atropurpureum,0
440,ALLUCAR,FALSE,Allium carinatum,Allium carinatum,Allium carinatum,0
441,ALLUC-C,FALSE,Allium carinatum ssp. carinatum,Allium carinatum,Allium carinatum,0
443,ALLUCEP,FALSE,Allium cepa,Allium cepa,Allium cepa,0
444,ALLUCHR,FALSE,Allium christophii,Allium cristophii,Allium cristophii,0
442,ALLUC-P,FALSE,Allium carinatum ssp. pulchellum,Allium carinatum ssp. pulchellum,Allium carinatum ssp. pulchellum,0
445,ALLUFIS,FALSE,Allium fistulosum,Allium fistulosum,Allium fistulosum,0
446,ALLUFLA,FALSE,Allium flavum,Allium flavum,Allium flavum,0
13047,ALLUGIG,FALSE,Allium giganteum,Allium giganteum,Allium giganteum,0
13048,ALLUKAR,FALSE,Allium karataviense,Allium karataviense,Allium karataviense,0
466,ALLUMAR,FALSE,Allium marginatum,Allium marginatum,Allium marginatum,0
467,ALLUMOL,FALSE,Allium moly,Allium moly,Allium moly,0
468,ALLUMOS,FALSE,Allium moschatum,Allium moschatum,Allium moschatum,0
447,ALLUNIG,FALSE,Allium nigrum,Allium nigrum,Allium nigrum,0
13049,ALLUNUT,FALSE,Allium nutans,Allium nutans,Allium nutans,0
448,ALLUOCH,FALSE,Allium ochroleucum,Allium ochroleucum,Allium ochroleucum,0
449,ALLUOLE,FALSE,Allium oleraceum,Allium oleraceum,Allium oleraceum,0
13050,ALLUORE,FALSE,Allium oreophilum,Allium oreophilum,Allium oreophilum,0
13051,ALLUPAA,FALSE,Allium paradoxum var. normale,Allium paradoxum var. normale,Allium paradoxum var. normale,0
13052,ALLUPAD,FALSE,Allium paradoxum var. paradoxum,Allium paradoxum var. paradoxum,Allium paradoxum var. paradoxum,0
14470,ALLUPAN,FALSE,Allium paniculatum,Allium paniculatum,Allium paniculatum,0
450,ALLUPAR,FALSE,Allium paradoxum,Allium paradoxum,Allium paradoxum,0
451,ALLUPOR,FALSE,Allium porrum,Allium porrum,Allium porrum,0
469,ALLURAM,FALSE,Allium ramosum,Allium ramosum,Allium ramosum,0
13053,ALLUROS,FALSE,Allium roseum,Allium roseum,Allium roseum,0
452,ALLUROT,FALSE,Allium rotundum,Allium rotundum,Allium rotundum,0
470,ALLUS-A,FALSE,Allium schoenoprasum ssp. alpinum,Allium schoenoprasum subsp. schoenoprasum,Allium schoenoprasum subsp. schoenoprasum,0
453,ALLUSAT,FALSE,Allium sativum,Allium sativum,Allium sativum,0
454,ALLUSCH,FALSE,Allium schoenoprasum,Allium schoenoprasum,Allium schoenoprasum,0
455,ALLUSCO,FALSE,Allium scorodoprasum,Allium scorodoprasum,Allium scorodoprasum,0
456,ALLUSEN,FALSE,Allium senescens,Allium senescens,Allium senescens ssp. montanum,0
457,ALLUS-M,FALSE,Allium senescens ssp. montanum,Allium senescens subsp. montanum,Allium senescens subsp. montanum,0
476,ALLU-SP,FALSE,Allium species,Allium species,Allium species,0
458,ALLUSPH,FALSE,Allium sphaerocephalon,Allium sphaerocephalon,Allium sphaerocephalon,0
471,ALLUS-S,FALSE,Allium schoenoprasum ssp. schoenoprasum,Allium schoenoprasum subsp. schoenoprasum,Allium schoenoprasum subsp. schoenoprasum,0
13054,ALLUSTI,FALSE,Allium stipitatum,Allium stipitatum,Allium stipitatum,0
459,ALLUSTR,FALSE,Allium strictum,Allium strictum,Allium strictum,0
460,ALLUSUA,FALSE,Allium suaveolens,Allium suaveolens,Allium suaveolens,0
473,ALLUU-R,FALSE,Allium ursinum ssp. ursinum,Allium ursinum subsp. ursinum,Allium ursinum subsp. ursinum,0
461,ALLUURS,FALSE,Allium ursinum,Allium ursinum,Allium ursinum,0
472,ALLUU-U,FALSE,Allium ursinum ssp. ucrainicum,Allium ursinum subsp. ucrainicum,Allium ursinum subsp. ucrainicum,0
462,ALLUVIC,FALSE,Allium victorialis,Allium victorialis,Allium victorialis,0
463,ALLUVIN,FALSE,Allium vineale,Allium vineale,Allium vineale,0
474,ALLUXAN,FALSE,Allium xanthicum,Allium xanthicum,Allium xanthicum,0
475,ALLUZAH,FALSE,Allium zahariadii,Allium zahariadii,Allium zahariadii,0
13056,ALLUZEB,FALSE,Allium zebdanense,Allium zebdanense,Allium zebdanense,0
13057,ALNU*PU,FALSE,Alnus x pubescens (A. glutinosa x incana),Alnus x pubescens,Alnus x pubescens,0
13058,ALNU*SI,FALSE,Alnus x silesiaca (A. glutinosa x rugosa),Alnus x silesiaca,Alnus x silesiaca,0
477,ALNUALN,FALSE,Alnus alnobetula,Alnus alnobetula,Alnus alnobetula,0
478,ALNUGLU,FALSE,Alnus glutinosa,Alnus glutinosa,Alnus glutinosa,0
479,ALNUINC,FALSE,Alnus incana,Alnus incana,Alnus incana,0
480,ALNURUG,FALSE,Alnus rugosa,Alnus rugosa,Alnus rugosa,0
481,ALNU-SP,FALSE,Alnus species,Alnus species,Alnus species,0
13061,ALOP*BR,FALSE,Alopecurus x brachystylus (A. geniculatus x pratensis),Alopecurus x brachystylus,Alopecurus x brachystylus,0
487,ALOPAEQ,FALSE,Alopecurus aequalis,Alopecurus aequalis,Alopecurus aequalis,0
488,ALOPGEN,FALSE,Alopecurus geniculatus,Alopecurus geniculatus,Alopecurus geniculatus,0
489,ALOPMYO,FALSE,Alopecurus myosuroides,Alopecurus myosuroides,Alopecurus myosuroides,0
490,ALOPPRA,FALSE,Alopecurus pratensis,Alopecurus pratensis,Alopecurus pratensis,0
13060,ALOPPRE,FALSE,Alopecurus pratensis ssp. pseudonigricans,Alopecurus pratensis,Alopecurus pratensis,0
13059,ALOPPRT,FALSE,Alopecurus pratensis ssp. pratensis,Alopecurus pratensis,Alopecurus pratensis,0
491,ALOPREN,FALSE,Alopecurus rendlei,Alopecurus rendlei,Alopecurus rendlei,0
492,ALOP-SP,FALSE,Alopecurus species,Alopecurus species,Alopecurus species,0
496,ALTHARM,FALSE,Althaea armeniaca,Althaea armeniaca,Althaea armeniaca,0
493,ALTHCAN,FALSE,Althaea cannabina,Althaea cannabina,Althaea cannabina,0
494,ALTHHIR,FALSE,Althaea hirsuta,Althaea hirsuta,Althaea hirsuta,0
495,ALTHOFF,FALSE,Althaea officinalis,Althaea officinalis,Althaea officinalis,0
497,ALTH-SP,FALSE,Althaea species,Althaea species,Althaea species,0
498,ALYSALY,FALSE,Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides,0
13062,ALYSARG,FALSE,Alyssum argenteum,Alyssum argenteum,Alyssum argenteum,0
499,ALYSDES,FALSE,Alyssum desertorum,Alyssum desertorum,Alyssum desertorum,0
501,ALYSM-G,FALSE,Alyssum montanum ssp. gmelinii,Alyssum montanum subsp. gmelinii,Alyssum montanum subsp. gmelinii,0
502,ALYSM-M,FALSE,Alyssum montanum ssp. montanum,Alyssum montanum,Alyssum montanum,0
503,ALYSM-O,FALSE,Alyssum montanum ssp. montanum var. preissmannii,Alyssum montanum ssp. montanum var. preissmannii,Alyssum montanum ssp. montanum var. preissmannii,0
500,ALYSMON,FALSE,Alyssum montanum,Alyssum montanum,Alyssum montanum,0
504,ALYSMUR,FALSE,Alyssum murale,Alyssum murale,Alyssum murale,0
505,ALYSOVI,FALSE,Alyssum ovirense,Alyssum ovirense,Alyssum ovirense,0
506,ALYSREP,FALSE,Alyssum repens,Alyssum repens,Alyssum repens,0
510,ALYSROS,FALSE,Alyssum rostratum,Alyssum rostratum,Alyssum rostratum,0
507,ALYSR-T,FALSE,Alyssum repens ssp. transsilvanicum,Alyssum repens ssp. transsilvanicum,Alyssum repens ssp. transsilvanicum,0
511,ALYS-SP,FALSE,Alyssum species,Alyssum species,Alyssum species,0
508,ALYSTOR,FALSE,Alyssum tortuosum,Alyssum tortuosum,Alyssum tortuosum,0
509,ALYSWUL,FALSE,Alyssum wulfenianum,Alyssum wulfenianum,Alyssum wulfenianum,0
518,AMAR#CR,FALSE,Amaranthus crispus agg.,Amaranthus crispus agg.,Amaranthus crispus agg.,0
523,AMAR#HY,FALSE,Amaranthus hybridus agg.,Amaranthus hybridus agg.,Amaranthus hybridus,0
13068,AMAR*AL,FALSE,Amaranthus x alleizettei (A. caudatus x powelii),Amaranthus palmeri,Amaranthus palmeri,0
13069,AMAR*OZ,FALSE,Amaranthus x ozanonii (A. powellii x retroflexus),Amaranthus x ozanonii,Amaranthus x ozanonii,0
13070,AMAR*TU,FALSE,Amaranthus x turicensis (A. cruentus x retroflexus),Amaranthus x turicensis,Amaranthus x turicensis,0
534,AMARACU,FALSE,Amaranthus acutilobus,Amaranthus acutilobus,Amaranthus acutilobus,0
512,AMARALB,FALSE,Amaranthus albus,Amaranthus albus,Amaranthus albus,0
513,AMARBLI,FALSE,Amaranthus blitoides,Amaranthus blitoides,Amaranthus blitoides,0
514,AMARBLT,FALSE,Amaranthus blitum,Amaranthus blitum,Amaranthus blitum,0
515,AMARBOU,FALSE,Amaranthus bouchonii,Amaranthus bouchonii,Amaranthus bouchonii,0
13064,AMARCAA,FALSE,Amaranthus caudatus ssp. saueri,Amaranthus caudatus subsp. saueri,Amaranthus caudatus subsp. saueri,0
13063,AMARCAD,FALSE,Amaranthus caudatus ssp. caudatus,Amaranthus caudatus subsp. caudatus,Amaranthus caudatus subsp. caudatus,0
516,AMARCAU,FALSE,Amaranthus caudatus,Amaranthus caudatus,Amaranthus caudatus,0
517,AMARCRI,FALSE,Amaranthus crispus,Amaranthus crispus,Amaranthus crispus,0
519,AMARCRU,FALSE,Amaranthus cruentus s.str.,Amaranthus cruentus,Amaranthus cruentus,0
520,AMARDEF,FALSE,Amaranthus deflexus,Amaranthus deflexus,Amaranthus deflexus,0
521,AMAREMA,FALSE,Amaranthus emarginatus,Amarathus emarginatus,Amarathus emarginatus,0
522,AMARGRA,FALSE,Amaranthus graecizans,Amaranthus graecizans,Amaranthus graecizans,0
13066,AMARGRC,FALSE,Amaranthus graecizans ssp. sylvestris,Amaranthus graecizans subsp. sylvestris,Amaranthus graecizans subsp. sylvestris,0
13065,AMARGRE,FALSE,Amaranthus graecizans ssp. graecizans,Amaranthus graecizans subsp. graecizans,Amaranthus graecizans subsp. graecizans,0
13067,AMARGRI,FALSE,Amaranthus graecizans ssp. thellungianus,Amaranthus graecizans subsp. thellungianus,Amaranthus graecizans subsp. thellungianus,0
524,AMARHYB,FALSE,Amaranthus hybridus s.str.,Amaranthus hybridus,Amaranthus hybridus,0
525,AMARHYP,FALSE,Amaranthus hypochondriacus,Amaranthus hypochondriacus,Amaranthus hypochondriacus,0
526,AMARPAL,FALSE,Amaranthus palmeri,Amaranthus palmeri,Amaranthus palmeri,0
527,AMARPOW,FALSE,Amaranthus powellii,Amaranthus powellii,Amaranthus powellii,0
528,AMARQUI,FALSE,Amaranthus quitensis,Amaranthus quitensis,Amaranthus quitensis,0
529,AMARRET,FALSE,Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus retroflexus,0
531,AMARRUD,FALSE,Amaranthus rudis,Amaranthus rudis,Amaranthus rudis,0
536,AMAR-SP,FALSE,Amaranthus species,Amaranthus species,Amaranthus species,0
535,AMARSPI,FALSE,Amaranthus spinosus,Amaranthus spinosus,Amaranthus spinosus,0
530,AMARSTA,FALSE,Amaranthus standleyanus,Amaranthus standleyanus,Amaranthus standleyanus,0
532,AMARTUB,FALSE,Amaranthus tuberculatus,Amaranthus tuberculatus,Amaranthus tuberculatus,0
533,AMARVIR,FALSE,Amaranthus viridis,Amaranthus viridis,Amaranthus viridis,0
537,AMBEMOS,FALSE,Amberboa moschata,Amberboa moschata,Amberboa moschata,0
538,AMBE-SP,FALSE,Amberboa species,Amberboa species,Amberboa species,0
549,AMBRART,FALSE,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,0
13071,AMBRPSI,FALSE,Ambrosia psilostachya,Ambrosia psilostachya,Ambrosia psilostachya,0
551,AMBR-SP,FALSE,Ambrosia species,Ambrosia species,Ambrosia species,0
550,AMBRTRI,FALSE,Ambrosia trifida,Ambrosia trifida,Ambrosia trifida,0
552,AMELLAM,FALSE,Amelanchier lamarckii,Amelanchier lamarckii,Amelanchier lamarckii,0
553,AMELOVA,FALSE,Amelanchier ovalis,Amelanchier ovalis,Amelanchier ovalis,0
555,AMEL-SP,FALSE,Amelanchier species,Amelanchier species,Amelanchier species,0
554,AMELSPI,FALSE,Amelanchier spicata,Amelanchier spicata,Amelanchier spicata,0
556,AMMIMAJ,FALSE,Ammi majus,Ammi majus,Ammi majus,0
558,AMMI-SP,FALSE,Ammi species,Ammi species,Ammi species,0
557,AMMIVIS,FALSE,Ammi visnaga,Ammi visnaga,Ammi visnaga,0
559,AMORFRU,FALSE,Amorpha fruticosa,Amorpha fruticosa,Amorpha fruticosa,0
560,AMOR-SP,FALSE,Amorpha species,Amorpha species,Amorpha species,0
13072,AMSILYC,FALSE,Amsinckia lycopsoides,Amsinckia lycopsoides,Amsinckia lycopsoides,0
567,ANACPYR,FALSE,Anacamptis pyramidalis,Anacamptis pyramidalis,Anacamptis pyramidalis,0
568,ANAC-SP,FALSE,Anacamptis species,Anacamptis species,Anacamptis species,0
