SPECIES_NR,LETTERCODE,SHORTNAME,ABBREVIAT,SYNONYM,VALID_NR
6379,LONIC-C,Lonic caeru ssp. caeru,Lonicera caerulea ssp. caerulea,FALSE,6379
6380,LONIC-P,Lonic caeru ssp. palla,Lonicera caerulea ssp. pallasii,FALSE,6380
6381,LONICAP,Lonicera caprifolium,Lonicera caprifolium,FALSE,6381
6382,LONIINV,Lonicera involucrata,Lonicera involucrata,FALSE,6382
6383,LONINIG,Lonicera nigra,Lonicera nigra,FALSE,6383
6384,LONIPER,Lonicera periclymenum,Lonicera periclymenum,FALSE,6384
6385,LONITAT,Lonicera tatarica,Lonicera tatarica,FALSE,6385
6386,LONIXYL,Lonicera xylosteum,Lonicera xylosteum,FALSE,6386
6387,LONI-SP,Lonicera species,Lonicera species,FALSE,6387
6388,LOPADIS,Lopadium disciforme,Lopadium disciforme,FALSE,6388
6389,LOPAPEZ,Lopadium pezizoideum,Lopadium pezizoideum,FALSE,6389
6390,LOPA-SP,Lopadium species,Lopadium species,FALSE,6390
6391,LOPERAC,Lopezia racemosa,Lopezia racemosa,FALSE,6391
6392,LOPE-SP,Lopezia species,Lopezia species,FALSE,6392
6393,LOPHBID,Lophocolea bidentata,Lophocolea bidentata,FALSE,6393
6394,LOPHB;B,Lopho biden var. biden,Lophocolea bidentata var. bidentata,FALSE,6394
6395,LOPHB;R,Lopho biden var. rivul,Lophocolea bidentata var. rivularis,FALSE,6395
6396,LOPHBIS,Lophocolea bispinosa,Lophocolea bispinosa,FALSE,6396
6397,LOPHFRA,Lophocolea fragrans,Lophocolea fragrans,FALSE,6397
6398,LOPHHET,Lophocolea heterophyll,Lophocolea heterophylla,FALSE,6398
6399,LOPHMIN,Lophocolea minor,Lophocolea minor,FALSE,6399
6400,LOPHSEM,Lophocolea semiteres,Lophocolea semiteres,FALSE,6400
6401,LOPH-SP,Lophocolea species,Lophocolea species,FALSE,6401
6402,LOPOASC,Lophozia ascendens,Lophozia ascendens,FALSE,6402
6403,LOPOBIC,Lophozia bicrenata,Lophozia bicrenata,FALSE,6403
6404,LOPOCAP,Lophozia capitata,Lophozia capitata,FALSE,6404
6405,LOPODEB,Lophozia debiliformis,Lophozia debiliformis,FALSE,6405
6406,LOPODEC,Lophozia decolorans,Lophozia decolorans,FALSE,6406
6407,LOPOELO,Lophozia elongata,Lophozia elongata,FALSE,6407
6408,LOPOEXC,Lophozia excisa,Lophozia excisa,FALSE,6408
6409,LOPOGRA,Lophozia grandiretis,Lophozia grandiretis,FALSE,6409
6410,LOPOGRO,Lophozia groenlandica,Lophozia groenlandica,FALSE,6410
6411,LOPOHER,Lophozia herzogiana,Lophozia herzogiana,FALSE,6411
6412,LOPOHET,Lophozia heterocolpos,Lophozia heterocolpos,FALSE,6412
6413,LOPOHYP,Lophozia hyperarctica,Lophozia hyperarctica,FALSE,6413
6414,LOPOINC,Lophozia incisa,Lophozia incisa,FALSE,6414
6415,LOPOJUR,Lophozia jurensis,Lophozia jurensis,FALSE,6415
6416,LOPOLAX,Lophozia laxa,Lophozia laxa,FALSE,6416
6417,LOPOLON,Lophozia longidens,Lophozia longidens,FALSE,6417
6418,LOPOLOG,Lophozia longiflora,Lophozia longiflora,FALSE,6418
6419,LOPOOBT,Lophozia obtusa,Lophozia obtusa,FALSE,6419
6420,LOPOOPA,Lophozia opacifolia,Lophozia opacifolia,FALSE,6420
6421,LOPOPEL,Lophozia pellucida,Lophozia pellucida,FALSE,6421
6422,LOPOPER,Lophozia perssonii,Lophozia perssonii,FALSE,6422
6423,LOPOPOL,Lophozia polaris,Lophozia polaris,FALSE,6423
6424,LOPORUB,Lophozia rubrigemma,Lophozia rubrigemma,FALSE,6424
6425,LOPORUF,Lophozia rufescens,Lophozia rufescens,FALSE,6425
6426,LOPOSAV,Lophozia savicziae,Lophozia savicziae,FALSE,6426
6427,LOPOSUD,Lophozia sudetica,Lophozia sudetica,FALSE,6427
6428,LOPOVEN,Lophozia ventricosa,Lophozia ventricosa,FALSE,6428
6429,LOPOV;C,Lopho ventr var. confe,Lophozia ventricosa var. confertifolia,FALSE,6429
6430,LOPOV;L,Lopho ventr var. longi,Lophozia ventricosa var. longiflora,FALSE,6430
6431,LOPOV;S,Lopho ventr var. silvi,Lophozia ventricosa var. silvicola,FALSE,6431
6432,LOPOV;V,Lopho ventr var. ventr,Lophozia ventricosa var. ventricosa,FALSE,6432
6433,LOPOWEN,Lophozia wenzelii,Lophozia wenzelii,FALSE,6433
6434,LOPOW;L,Lopho wenze var. lappo,Lophozia wenzelii var. lapponica,FALSE,6434
6435,LOPOW;W,Lopho wenze var. wenze,Lophozia wenzelii var. wenzelii,FALSE,6435
6436,LOPO-SP,Lophozia species,Lophozia species,FALSE,6436
6437,LORAEUR,Loranthus europaeus,Loranthus europaeus,FALSE,6437
6438,LORA-SP,Loranthus species,Loranthus species,FALSE,6438
6439,LOTUALP,Lotus alpinus auct.,Lotus alpinus auct.,FALSE,6439
6440,LOTUBOR,Lotus borbasii,Lotus borbasii,FALSE,6440
6441,LOTU#CO,Lotus corniculatu agg.,Lotus corniculatus agg.,FALSE,6441
6442,LOTUCOR,Lotus corniculatus,Lotus corniculatus,FALSE,6442
6443,LOTUMAR,Lotus maritimus,Lotus maritimus,FALSE,6443
6444,LOTUORN,Lotus ornithopodioides,Lotus ornithopodioides,FALSE,6444
6445,LOTUPED,Lotus pedunculatus,Lotus pedunculatus,FALSE,6445
6446,LOTUTEN,Lotus tenuis,Lotus tenuis,FALSE,6446
6447,LOTU-SP,Lotus species,Lotus species,FALSE,6447
6448,LOXOCIS,Loxospora cismonica,Loxospora cismonica,FALSE,6448
6449,LOXOELA,Loxospora elatina,Loxospora elatina,FALSE,6449
6450,LOXO-SP,Loxospora species,Loxospora species,FALSE,6450
6451,LUDWPAL,Ludwigia palustris,Ludwigia palustris,FALSE,6451
6452,LUDW-SP,Ludwigia species,Ludwigia species,FALSE,6452
6453,LUNAANN,Lunaria annua,Lunaria annua,FALSE,6453
6454,LUNARED,Lunaria rediviva,Lunaria rediviva,FALSE,6454
6455,LUNA-SP,Lunaria species,Lunaria species,FALSE,6455
6456,LUNUCRU,Lunularia cruciata,Lunularia cruciata,FALSE,6456
6457,LUNU-SP,Lunularia species,Lunularia species,FALSE,6457
6458,LUPIALB,Lupinus albus,Lupinus albus,FALSE,6458
6459,LUPIANG,Lupinus angustifolius,Lupinus angustifolius,FALSE,6459
6460,LUPILUT,Lupinus luteus,Lupinus luteus,FALSE,6460
6461,LUPIPER,Lupinus perennis,Lupinus perennis,FALSE,6461
6462,LUPIPOL,Lupinus polyphyllus,Lupinus polyphyllus,FALSE,6462
6463,LUPI-SP,Lupinus species,Lupinus species,FALSE,6463
6464,LURONAT,Luronium natans,Luronium natans,FALSE,6464
6465,LURO-SP,Luronium species,Luronium species,FALSE,6465
6466,LUZUALP,Luzula alpina,Luzula alpina,FALSE,6466
6467,LUZUALI,Luzula alpinopilosa,Luzula alpinopilosa,FALSE,6467
6468,LUZUA-A,Luzul alpin ssp. alpin,Luzula alpinopilosa ssp. alpinopilosa,FALSE,6468
6469,LUZUA-O,Luzul alpin ssp. obscu,Luzula alpinopilosa ssp. obscura,FALSE,6469
6470,LUZUCAM,Luzula campestris,Luzula campestris,FALSE,6470
6471,LUZU#CA,Luzula campestris agg.,Luzula campestris agg.,FALSE,6471
6472,LUZUDIV,Luzula divulgata,Luzula divulgata,FALSE,6472
6473,LUZUFOR,Luzula forsteri,Luzula forsteri,FALSE,6473
6474,LUZUGLA,Luzula glabrata,Luzula glabrata,FALSE,6474
6475,LUZULUT,Luzula lutea,Luzula lutea,FALSE,6475
6476,LUZULUZ,Luzula luzulina,Luzula luzulina,FALSE,6476
6477,LUZULUU,Luzula luzuloides,Luzula luzuloides,FALSE,6477
6478,LUZUL-C,Luzul luzul ssp. cupri,Luzula luzuloides ssp. cuprina,FALSE,6478
6479,LUZUL-L,Luzul luzul ssp. luzul,Luzula luzuloides ssp. luzuloides,FALSE,6479
6480,LUZUMUL,Luzula multiflo s.lat.,Luzula multiflora s.lat.,FALSE,6480
6481,LUZUMUT,Luzula multiflo s.str.,Luzula multiflora s.str.,FALSE,6481
6482,LUZUNIV,Luzula nivea,Luzula nivea,FALSE,6482
6483,LUZUPAL,Luzula pallidula,Luzula pallidula,FALSE,6483
6484,LUZUPIL,Luzula pilosa,Luzula pilosa,FALSE,6484
6485,LUZUSPI,Luzula spicata,Luzula spicata,FALSE,6485
6486,LUZUS-M,Luzul spica ssp. mutab,Luzula spicata ssp. mutabilis,FALSE,6486
6487,LUZUS-S,Luzul spica ssp. spica,Luzula spicata ssp. spicata,FALSE,6487
6488,LUZUSUD,Luzula sudetica,Luzula sudetica,FALSE,6488
6489,LUZUSYL,Luzula sylvatica,Luzula sylvatica,FALSE,6489
6490,LUZUS-I,Luzul sylva ssp. siebe,Luzula sylvatica ssp. sieberi,FALSE,6490
6491,LUZUS-Y,Luzul sylva ssp. sylva,Luzula sylvatica ssp. sylvatica,FALSE,6491
6492,LUZUA-C,Luzul alpin ssp. cando,Luzula alpinopilosa ssp. candollei,FALSE,6492
6493,LUZU-SP,Luzula species,Luzula species,FALSE,6493
6494,LYCHALP,Lychnis alpina,Lychnis alpina,FALSE,6494
6495,LYCHCHA,Lychnis chalcedonica,Lychnis chalcedonica,FALSE,6495
6496,LYCHCOR,Lychnis coronaria,Lychnis coronaria,FALSE,6496
6497,LYCHFLO,Lychnis flos-cuculi,Lychnis flos-cuculi,FALSE,6497
6498,LYCHFLS,Lychnis flos-jovis,Lychnis flos-jovis,FALSE,6498
6499,LYCHVIS,Lychnis viscaria,Lychnis viscaria,FALSE,6499
6500,LYCH-SP,Lychnis species,Lychnis species,FALSE,6500
6501,LYCNBAR,Lychnothamnus barbatus,Lychnothamnus barbatus,FALSE,6501
6502,LYCN-SP,Lychnothamnus species,Lychnothamnus species,FALSE,6502
6503,LYCIBAR,Lycium barbarum,Lycium barbarum,FALSE,6503
6504,LYCICHI,Lycium chinense,Lycium chinense,FALSE,6504
6505,LYCI-SP,Lycium species,Lycium species,FALSE,6505
6506,LYCOINU,Lycopodiella inundata,Lycopodiella inundata,FALSE,6506
6507,LYCO-SP,Lycopodiella species,Lycopodiella species,FALSE,6507
6508,LYCPALP,Lycopodium alpinum,Lycopodium alpinum,FALSE,6508
6509,LYCPANN,Lycopodium annotinum,Lycopodium annotinum,FALSE,6509
6510,LYCPCLA,Lycopodium clavatum,Lycopodium clavatum,FALSE,6510
6511,LYCPC-C,Lycop clava ssp. clava,Lycopodium clavatum ssp. clavatum,FALSE,6511
6512,LYCPC-M,Lycop clava ssp. monos,Lycopodium clavatum ssp. monostachyum,FALSE,6512
6513,LYCP#CO,Lycopodi complana agg.,Lycopodium complanatum agg.,FALSE,6513
6514,LYCPCOM,Lycopodium complanatum,Lycopodium complanatum,FALSE,6514
6515,LYCPISS,Lycopodium issleri,Lycopodium issleri,FALSE,6515
6516,LYCPKAB,Lycopodium kablikianum,Lycopodium kablikianum,FALSE,6516
6517,LYCPTRI,Lycopodium tristachyum,Lycopodium tristachyum,FALSE,6517
6518,LYCPZEI,Lycopodium zeilleri,Lycopodium zeilleri,FALSE,6518
6519,LYCP-SP,Lycopodium species,Lycopodium species,FALSE,6519
6520,LYCUEUR,Lycopus europaeus,Lycopus europaeus,FALSE,6520
6521,LYCUE-E,Lycop europ ssp. europ,Lycopus europaeus ssp. europaeus,FALSE,6521
6522,LYCUE-M,Lycop europ ssp. molli,Lycopus europaeus ssp. mollis,FALSE,6522
6523,LYCUEXA,Lycopus exaltatus,Lycopus exaltatus,FALSE,6523
6524,LYCU-SP,Lycopus species,Lycopus species,FALSE,6524
6525,LYSINEM,Lysimachia nemorum,Lysimachia nemorum,FALSE,6525
6526,LYSINUM,Lysimachia nummularia,Lysimachia nummularia,FALSE,6526
6527,LYSIPUN,Lysimachia punctata,Lysimachia punctata,FALSE,6527
6528,LYSITHY,Lysimachia thyrsiflora,Lysimachia thyrsiflora,FALSE,6528
6529,LYSIVUL,Lysimachia vulgaris,Lysimachia vulgaris,FALSE,6529
6530,LYSI-SP,Lysimachia species,Lysimachia species,FALSE,6530
6531,LYTHHYS,Lythrum hyssopifolia,Lythrum hyssopifolia,FALSE,6531
6532,LYTHJUN,Lythrum junceum,Lythrum junceum,FALSE,6532
6533,LYTHSAL,Lythrum salicaria,Lythrum salicaria,FALSE,6533
6534,LYTHTRI,Lythrum tribracteatum,Lythrum tribracteatum,FALSE,6534
6535,LYTHVIR,Lythrum virgatum,Lythrum virgatum,FALSE,6535
6536,LYTH-SP,Lythrum species,Lythrum species,FALSE,6536
6537,MACEABS,Macentina abscondita,Macentina abscondita,FALSE,6537
6538,MACE-SP,Macentina species,Macentina species,FALSE,6538
6539,MACLCOR,Maclaya cordata,Maclaya cordata,FALSE,6539
6540,MACL-SP,Maclaya species,Maclaya species,FALSE,6540
6541,MADISAT,Madia sativa,Madia sativa,FALSE,6541
6542,MADI-SP,Madia species,Madia species,FALSE,6542
6543,MAHOAQU,Mahonia aquifolium,Mahonia aquifolium,FALSE,6543
6544,MAHO-SP,Mahonia species,Mahonia species,FALSE,6544
6545,MAIABIF,Maianthemum bifolium,Maianthemum bifolium,FALSE,6545
6546,MAIA-SP,Maianthemum species,Maianthemum species,FALSE,6546
6547,MALAMON,Malaxis monophyllos,Malaxis monophyllos,FALSE,6547
6548,MALA-SP,Malaxis species,Malaxis species,FALSE,6548
6549,MALCAFR,Malcolmia africana,Malcolmia africana,FALSE,6549
6550,MALCMAR,Malcolmia maritima,Malcolmia maritima,FALSE,6550
6551,MALCCHI,Malcolmia chia,Malcolmia chia,FALSE,6551
6552,MALC-SP,Malcolmia species,Malcolmia species,FALSE,6552
6553,MALOTRI,Malope trifida,Malope trifida,FALSE,6553
6554,MALO-SP,Malope species,Malope species,FALSE,6554
6555,MALUDAS,Malus dasyphylla,Malus dasyphylla,FALSE,6555
6556,MALUDOM,Malus domestica,Malus domestica,FALSE,6556
6557,MALUNIE,Malus niedzwetzkyana,Malus niedzwetzkyana,FALSE,6557
6558,MALU#SY,Malus sylvestris agg.,Malus sylvestris agg.,FALSE,6558
6559,MALUSYL,Malus sylvestris,Malus sylvestris,FALSE,6559
6560,MALU-SP,Malus species,Malus species,FALSE,6560
6561,MALVALC,Malva alcea,Malva alcea,FALSE,6561
6562,MALVMOS,Malva moschata,Malva moschata,FALSE,6562
6563,MALVNEG,Malva neglecta,Malva neglecta,FALSE,6563
6564,MALVPUS,Malva pusilla,Malva pusilla,FALSE,6564
6565,MALVSYL,Malva sylvestris,Malva sylvestris,FALSE,6565
6566,MALVVER,Malva verticillata,Malva verticillata,FALSE,6566
6567,MALVPAR,Malva parviflora,Malva parviflora,FALSE,6567
6568,MALVS;M,Malva sylve var. mauri,Malva sylvestris var. mauritiana,FALSE,6568
6569,MALVV;C,Malva verti var. crisp,Malva verticillata var. crispa,FALSE,6569
6570,MALV-SP,Malva species,Malva species,FALSE,6570
6571,MANNAND,Mannia androgyna,Mannia androgyna,FALSE,6571
6572,MANNFRA,Mannia fragrans,Mannia fragrans,FALSE,6572
6573,MANNPIL,Mannia pilosa,Mannia pilosa,FALSE,6573
6574,MANNSIB,Mannia sibirica,Mannia sibirica,FALSE,6574
6575,MANNTRI,Mannia triandra,Mannia triandra,FALSE,6575
6576,MANN-SP,Mannia species,Mannia species,FALSE,6576
6577,MANTSAL,Mantisalca salmantica,Mantisalca salmantica,FALSE,6577
6578,MANT-SP,Mantisalca species,Mantisalca species,FALSE,6578
6579,MARCCOR,Marchandiom corallinus,Marchandiomyces corallinus,FALSE,6579
6580,MARC-SP,Marchandiomyce species,Marchandiomyces species,FALSE,6580
6581,MARHPAL,Marchantia paleacea,Marchantia paleacea,FALSE,6581
6582,MARHPOL,Marchantia polymorpha,Marchantia polymorpha,FALSE,6582
6583,MARHP-M,March polym ssp. monti,Marchantia polymorpha ssp. montivagans,FALSE,6583
6584,MARHP-P,March polym ssp. polym,Marchantia polymorpha ssp. polymorpha,FALSE,6584
6585,MARHP-R,March polym ssp. ruder,Marchantia polymorpha ssp. ruderalis,FALSE,6585
6586,MARH-SP,Marchantia species,Marchantia species,FALSE,6586
6587,MAREMAC,Marchesinia mackaii,Marchesinia mackaii,FALSE,6587
6588,MARE-SP,Marchesinia species,Marchesinia species,FALSE,6588
6589,MAROCON,Maronea constans,Maronea constans,FALSE,6589
6590,MARO-SP,Maronea species,Maronea species,FALSE,6590
6591,MARNLAR,Maronella laricina,Maronella laricina,FALSE,6591
6592,MARN-SP,Maronella species,Maronella species,FALSE,6592
6593,MARRPER,Marrubium peregrinum,Marrubium peregrinum,FALSE,6593
6594,MARRVUL,Marrubium vulgare,Marrubium vulgare,FALSE,6594
6595,MARR-SP,Marrubium species,Marrubium species,FALSE,6595
