"","species_nr","lettercode","synonym","turboveg_czechia_slovakia","kaplan","expert_system","nonvascular","n"
"989",1261,"BARBSTR",FALSE,"Barbarea stricta","Barbarea stricta","Barbarea stricta",0,NA
"990",1264,"BARBV-A",FALSE,"Barbarea vulgaris ssp. arcuata","Barbarea vulgaris subsp. arcuata","Barbarea vulgaris subsp. arcuata",0,NA
"991",1262,"BARBVER",FALSE,"Barbarea verna","Barbarea verna","Barbarea verna",0,NA
"992",1263,"BARBVUL",FALSE,"Barbarea vulgaris","Barbarea vulgaris","Barbarea vulgaris",0,NA
"993",1265,"BARBV-V",FALSE,"Barbarea vulgaris ssp. vulgaris","Barbarea vulgaris subsp. vulgaris","Barbarea vulgaris subsp. vulgaris",0,NA
"994",1299,"BARSALP",FALSE,"Bartsia alpina","Bartsia alpina","Bartsia alpina",0,NA
"995",1301,"BARS-SP",FALSE,"Bartsia species","Bartsia species","Bartsia species",0,NA
"996",1300,"BARSTRI",FALSE,"Bartsia trixago","Bartsia trixago","Bartsia trixago",0,NA
"997",13630,"BASS""BA",FALSE,"Bassia ""Kochia""","Bassia species","Bassia species",0,NA
"998",1302,"BASSHYS",FALSE,"Bassia hyssopifolia","Bassia hyssopifolia","Bassia hyssopifolia",0,NA
"999",1303,"BASSLAN",FALSE,"Bassia laniflora","Bassia laniflora","Bassia laniflora",0,NA
"1000",1304,"BASSPRO",FALSE,"Bassia prostrata","Bassia prostrata","Bassia prostrata",0,NA
"1001",1305,"BASSSCO",FALSE,"Bassia scoparia","Bassia scoparia","Bassia scoparia",0,NA
"1002",1306,"BASSS-D",FALSE,"Bassia scoparia ssp. densiflora","Bassia scoparia subsp. densiflora","Bassia scoparia subsp. densiflora",0,NA
"1003",1308,"BASSSED",FALSE,"Bassia sedoides","Sedobassia sedoides","Sedobassia sedoides",0,NA
"1004",1310,"BASS-SP",FALSE,"Bassia species","Bassia species","Bassia species",0,NA
"1005",1307,"BASSS-S",FALSE,"Bassia scoparia ssp. scoparia","Bassia scoparia subsp. scoparia","Bassia scoparia subsp. scoparia",0,NA
"1006",1309,"BASSTRI",FALSE,"Bassia tricuspis","Sclerolaena tricuspis","Sclerolaena tricuspis",0,NA
"1007",1318,"BECKERU",FALSE,"Beckmannia eruciformis","Beckmannia eruciformis","Beckmannia eruciformis",0,NA
"1008",1319,"BECK-SP",FALSE,"Beckmannia species","Beckmannia species","Beckmannia species",0,NA
"1009",13127,"BECKSYZ",FALSE,"Beckmannia syzigachne","Beckmannia syzigachne","Beckmannia syzigachne",0,NA
"1010",1320,"BEGO*SE",FALSE,"Begonia x semperflorens-cultorum","Begonia x semperflorens-cultorum","Begonia x semperflorens-cultorum",0,NA
"1011",1321,"BEGO-SP",FALSE,"Begonia species","Begonia species","Begonia species",0,NA
"1012",1332,"BELIPER",FALSE,"Bellis perennis","Bellis perennis","Bellis perennis",0,NA
"1013",1333,"BELI-SP",FALSE,"Bellis species","Bellis species","Bellis species",0,NA
"1014",1323,"BELL-SP",FALSE,"Bellardiochloa species","Bellardiochloa species","Bellardiochloa species",0,NA
"1015",1322,"BELLVAR",FALSE,"Bellardiochloa variegata","Bellardiochloa variegata","Bellardiochloa variegata",0,NA
"1016",1338,"BERBJUL",FALSE,"Berberis julianae","Berberis julianae","Berberis julianae",0,NA
"1017",1341,"BERB-SP",FALSE,"Berberis species","Berberis species","Berberis species",0,NA
"1018",1339,"BERBTHU",FALSE,"Berberis thunbergii","Berberis thunbergii","Berberis thunbergii",0,NA
"1019",1340,"BERBVUL",FALSE,"Berberis vulgaris","Berberis vulgaris","Berberis vulgaris",0,NA
"1020",1344,"BERG*SC",FALSE,"Bergenia x schmidtii","Bergenia x schmidtii","Bergenia x schmidtii",0,NA
"1021",1342,"BERGCOR",FALSE,"Bergenia cordifolia","Bergenia cordifolia","Bergenia cordifolia",0,NA
"1022",1343,"BERGCRA",FALSE,"Bergenia crassifolia","Bergenia crassifolia","Bergenia crassifolia",0,NA
"1023",1345,"BERG-SP",FALSE,"Bergenia species","Bergenia species","Bergenia species",0,NA
"1024",1346,"BERTINC",FALSE,"Berteroa incana","Berteroa incana subsp. incana","Berteroa incana subsp. incana",0,NA
"1025",1347,"BERTMUT",FALSE,"Berteroa mutabilis","Berteroa mutabilis","Berteroa mutabilis",0,NA
"1026",1349,"BERT-SP",FALSE,"Berteroa species","Berteroa species","Berteroa species",0,NA
"1027",1348,"BERTSTR",FALSE,"Berteroa stricta","Berteroa incana subsp. stricta","Berteroa incana subsp. stricta",0,NA
"1028",1350,"BERUERE",FALSE,"Berula erecta","Berula erecta","Berula erecta",0,2
"1029",1351,"BERU-SP",FALSE,"Berula species","Berula species","Berula species",0,NA
"1030",1354,"BETA-SP",FALSE,"Beta species","Beta species","Beta species",0,NA
"1031",1352,"BETATRI",FALSE,"Beta trigyna","Beta trigyna","Beta trigyna",0,NA
"1032",13129,"BETAVUA",FALSE,"Beta vulgaris group Cicla","Beta vulgaris Cicla Group","Beta vulgaris Cicla Group",0,NA
"1033",13128,"BETAVUG",FALSE,"Beta vulgaris group Altissima","Beta vulgaris Altissima Group","Beta vulgaris Altissima Group",0,NA
"1034",13131,"BETAVUI",FALSE,"Beta vulgaris group Vulgaris","Beta vulgaris Vulgaris Group","Beta vulgaris Vulgaris Group",0,NA
"1035",1353,"BETAVUL",FALSE,"Beta vulgaris","Beta vulgaris","Beta vulgaris",0,NA
"1036",13130,"BETAVUR",FALSE,"Beta vulgaris group Rapacea","Beta vulgaris Rapacea Group","Beta vulgaris Rapacea Group",0,NA
"1037",1355,"BETOALO",FALSE,"Betonica alopecuros","Betonica alopecuros","Betonica alopecuros",0,NA
"1038",1356,"BETOHIR",FALSE,"Betonica hirsuta","Betonica hirsuta","Betonica hirsuta",0,NA
"1039",1357,"BETOOFF",FALSE,"Betonica officinalis","Betonica officinalis","Betonica officinalis",0,NA
"1040",1358,"BETO-SP",FALSE,"Betonica species","Betonica species","Betonica species",0,NA
"1041",13132,"BETU""PE",FALSE,"Betula ""petraea""","Betula petraea","Betula petraea",0,NA
"1042",13136,"BETU*AU",FALSE,"Betula x aurata (B. pendula x pubescens)","Betula x aurata","Betula x aurata",0,NA
"1043",13137,"BETU*SE",FALSE,"Betula x seideliana (B. carpatica x nana)","Betula x intermedia nothosubsp. x seideliana","Betula x intermedia nothosubsp. x seideliana",0,NA
"1044",13133,"BETUALL",FALSE,"Betula alleghaniensis","Betula alleghaniensis","Betula alleghaniensis",0,NA
"1045",1359,"BETUHUM",FALSE,"Betula humilis","Betula humilis","Betula humilis",0,NA
"1046",13134,"BETULEN",FALSE,"Betula lenta","Betula lenta","Betula lenta",0,NA
"1047",1360,"BETUNAN",FALSE,"Betula nana","Betula nana","Betula nana",0,NA
"1048",1365,"BETUOBS",FALSE,"Betula obscura","Betula pendula var. obscura","Betula pendula var. obscura",0,NA
"1049",1366,"BETUOYC",FALSE,"Betula oycoviensis","Betula pendula var. oycoviensis","Betula pendula var. oycoviensis",0,NA
"1050",13135,"BETUPAP",FALSE,"Betula papyrifera","Betula papyrifera","Betula papyrifera",0,NA
"1051",1363,"BETUP-C",FALSE,"Betula pubescens ssp. carpatica","Betula pubescens subsp. carpatica","Betula pubescens subsp. carpatica",0,NA
"1052",1361,"BETUPEN",FALSE,"Betula pendula","Betula pendula","Betula pendula",0,NA
"1053",1364,"BETUP-P",FALSE,"Betula pubescens ssp. pubescens","Betula pubescens subsp. carpatica","Betula pubescens subsp. carpatica",0,NA
"1054",1362,"BETUPUB",FALSE,"Betula pubescens","Betula pubescens","Betula pubescens",0,NA
"1055",1367,"BETU-SP",FALSE,"Betula species","Betula species","Betula species",0,NA
"1056",13138,"BIDE*PO",FALSE,"Bidens x polakii (B. radiata x tripartita)","Bidens x polakii","Bidens x polakii",0,NA
"1057",1387,"BIDEBIP",FALSE,"Bidens bipinnatus","Bidens bipinnatus","Bidens bipinnatus",0,NA
"1058",1388,"BIDECER",FALSE,"Bidens cernuus","Bidens cernua","Bidens cernua",0,NA
"1059",1389,"BIDECON",FALSE,"Bidens connatus","Bidens connata","Bidens connata",0,NA
"1060",1390,"BIDEFRO",FALSE,"Bidens frondosus","Bidens frondosa","Bidens frondosa",0,6
"1061",1391,"BIDEPIL",FALSE,"Bidens pilosus","Bidens pilosa","Bidens pilosa",0,NA
"1062",1392,"BIDERAD",FALSE,"Bidens radiatus","Bidens radiata","Bidens radiata",0,NA
"1063",1396,"BIDE-SP",FALSE,"Bidens species","Bidens species","Bidens species",0,NA
"1064",1393,"BIDETRI",FALSE,"Bidens tripartitus","Bidens tripartita","Bidens tripartita",0,NA
"1065",1394,"BIDET-T",FALSE,"Bidens tripartitus ssp. tripartitus","Bidens tripartita","Bidens tripartita",0,NA
"1066",1395,"BIDEVUL",FALSE,"Bidens vulgatus","Bidens vulgatus","Bidens vulgatus",0,NA
"1067",1397,"BIFORAD",FALSE,"Bifora radians","Bifora radians","Bifora radians",0,NA
"1068",1398,"BIFO-SP",FALSE,"Bifora species","Bifora species","Bifora species",0,NA
"1069",1400,"BISCL-A",FALSE,"Biscutella laevigata ssp. austriaca","Biscutella laevigata ssp. austriaca","Biscutella laevigata ssp. austriaca",0,NA
"1070",1399,"BISCLAE",FALSE,"Biscutella laevigata","Biscutella laevigata","Biscutella laevigata ssp. varia",0,NA
"1071",1401,"BISCL-K",FALSE,"Biscutella laevigata ssp. kerneri","Biscutella laevigata ssp. kerneri","Biscutella laevigata ssp. kerneri",0,NA
"1072",1402,"BISCL-L",FALSE,"Biscutella laevigata ssp. laevigata","Biscutella laevigata ssp. laevigata","Biscutella laevigata ssp. laevigata",0,NA
"1073",1404,"BISCL-S",FALSE,"Biscutella laevigata ssp. austriaca ""hungarica""","Biscutella laevigata ssp. austriaca ""hungarica""","Biscutella laevigata ssp. austriaca ""hungarica""",0,NA
"1074",1403,"BISCL-U",FALSE,"Biscutella laevigata ssp. austriaca ""austriaca""","Biscutella laevigata ssp. austriaca ""austriaca""","Biscutella laevigata ssp. austriaca ""austriaca""",0,NA
"1075",1405,"BISCL-V",FALSE,"Biscutella laevigata ssp. varia auct.","Biscutella laevigata subsp. varia","Biscutella laevigata subsp. varia",0,NA
"1076",1406,"BISC-SP",FALSE,"Biscutella species","Biscutella species","Biscutella species",0,NA
"1077",1409,"BLAC#PE",FALSE,"Blackstonia perfoliata agg.","Blackstonia perfoliata agg.","Blackstonia perfoliata agg.",0,NA
"1078",1407,"BLACACU",FALSE,"Blackstonia acuminata","Blackstonia acuminata","Blackstonia acuminata",0,NA
"1079",1408,"BLACPER",FALSE,"Blackstonia perfoliata","Blackstonia perfoliata","Blackstonia perfoliata",0,NA
"1080",1410,"BLAC-SP",FALSE,"Blackstonia species","Blackstonia species","Blackstonia species",0,NA
